origin,learner,country_name,y,p
2012,lr,Israel,0,0.1077862851717738
2012,lr,Italy,0,0.03511472004546701
2012,lr,Jamaica,0,0.1289332410942269
2012,lr,Japan,0,0.7557011416308044
2012,lr,Liberia,0,0.19828037682135438
2012,lr,Lesotho,1,0.6838066555617827
2012,lr,Luxembourg,0,0.0009348321087020062
2012,lr,Mexico,0,0.010702374706283034
2012,lr,Mongolia,1,0.21408403822281696
2012,lr,Mauritius,1,0.36559697749563236
2012,lr,Malawi,0,0.32156540226717406
2012,lr,Namibia,0,0.1801904614591327
2012,lr,Nigeria,0,0.38702485314749313
2012,lr,Norway,0,0.0009224193916819556
2012,lr,Philippines,1,0.0879994046367621
2012,lr,Poland,1,0.018931701280823963
2012,lr,Portugal,0,0.026218903753196014
2012,lr,Paraguay,0,0.4983655924398452
2012,lr,Romania,0,0.0017361847734631867
2012,lr,Senegal,0,0.8430688226782542
2012,lr,Sierra Leone,0,0.05332978264921873
2012,lr,Sweden,0,0.00041859994468313274
2012,lr,Trinidad and Tobago,0,0.002963627811031094
2012,lr,Tunisia,1,0.538606894718323
2012,lr,United States of America,0,0.02083182642575244
2012,lr,South Africa,0,0.30061326659911997
2013,gb,Albania,0,0.5415077070377252
2013,gb,Argentina,0,0.0030707580799332465
2013,gb,Australia,0,0.0010554755692798881
2013,gb,Belgium,0,0.008272429194136744
2013,gb,Benin,1,0.01998923179967718
2013,gb,Burkina Faso,1,0.4012441571669883
2013,gb,Bulgaria,0,0.016689582670212432
2013,gb,Brazil,1,0.07258749383351908
2013,gb,Bhutan,0,0.9750698157064142
2013,gb,Botswana,1,0.00494388087841325
2013,gb,Canada,0,0.01504141101633792
2013,gb,Chile,0,0.0017543154710991174
2013,gb,Colombia,0,0.014875717104985087
2013,gb,Costa Rica,0,0.0027941992968305114
2013,gb,Cyprus,0,0.0017195120011182963
2013,gb,Germany,0,0.005450043134038171
2013,gb,Denmark,0,0.006590722844472684
2013,gb,Spain,0,0.001875438444596069
2013,gb,Finland,0,0.005139455033885002
2013,gb,France,0,0.002211307274199727
2013,gb,United Kingdom,0,0.003020973392355104
2013,gb,Greece,0,0.011202476800507049
2013,gb,Guyana,0,0.007569783324980711
2013,gb,Israel,0,0.005835407942061296
2013,gb,Italy,0,0.0021749573025879594
2013,gb,Jamaica,0,0.001044122140356129
2013,gb,Japan,0,0.015956500057820705
2013,gb,Kenya,0,0.019336616029415936
2013,gb,Liberia,0,0.019179828293581794
2013,gb,Lesotho,1,0.13876124607936693
2013,gb,Luxembourg,0,0.0018238906837076355
2013,gb,Mexico,0,0.006338217935672364
2013,gb,Mongolia,1,0.002494233938501964
2013,gb,Mauritius,1,0.007258184348580826
2013,gb,Malawi,0,0.0943206720701117
2013,gb,Namibia,0,0.017305308151658514
2013,gb,Nigeria,0,0.06828491289330607
2013,gb,Norway,0,0.0015740198435052893
2013,gb,Philippines,1,0.22999430471201412
2013,gb,Poland,1,0.00279655170232322
2013,gb,Portugal,0,0.0027154189199071342
2013,gb,Paraguay,0,0.002098093910348009
2013,gb,Romania,0,0.0009172595486305952
2013,gb,Senegal,0,0.0057270320836821645
2013,gb,Sierra Leone,0,0.001747847254435226
2013,gb,Sweden,0,0.0014422383056753416
2013,gb,Trinidad and Tobago,0,0.0019822922413372463
2013,gb,Tunisia,1,0.03050684699335754
2013,gb,United States of America,0,0.013072184646878477
2013,gb,South Africa,0,0.004183622334661433
2013,rf,Albania,0,0.40400878288378306
2013,rf,Argentina,0,0.11219890873015874
2013,rf,Australia,0,0.032165674603174606
2013,rf,Belgium,0,0.051142971611721606
2013,rf,Benin,1,0.16731017634326453
2013,rf,Burkina Faso,1,0.31761024392274384
2013,rf,Bulgaria,0,0.19652988677988678
2013,rf,Brazil,1,0.1759278826823331
2013,rf,Bhutan,0,0.3792998702686201
2013,rf,Botswana,1,0.15258980383651435
2013,rf,Canada,0,0.08016409632034634
2013,rf,Chile,0,0.021351190476190475
2013,rf,Colombia,0,0.18630812243312245
2013,rf,Costa Rica,0,0.026876623376623377
2013,rf,Cyprus,0,0.10891763098013095
2013,rf,Germany,0,0.02376948051948052
2013,rf,Denmark,0,0.05598188616938617
2013,rf,Spain,0,0.02645833333333333
2013,rf,Finland,0,0.06426231060606061
2013,rf,France,0,0.07461309523809521
2013,rf,United Kingdom,0,0.06291138722388723
2013,rf,Greece,0,0.27694869713619713
2013,rf,Guyana,0,0.20761766297428064
2013,rf,Israel,0,0.19251375401559226
2013,rf,Italy,0,0.04602593240093239
2013,rf,Jamaica,0,0.08362482901085842
2013,rf,Japan,0,0.32384156815406806
2013,rf,Kenya,0,0.3645061292873793
2013,rf,Liberia,0,0.3321843885281385
2013,rf,Lesotho,1,0.31972793872793864
2013,rf,Luxembourg,0,0.01126984126984127
2013,rf,Mexico,0,0.26101846662324596
2013,rf,Mongolia,1,0.2474071275946276
2013,rf,Mauritius,1,0.16903153790653788
2013,rf,Malawi,0,0.2142338356088356
2013,rf,Namibia,0,0.20810728416320515
2013,rf,Nigeria,0,0.2708169261294261
2013,rf,Norway,0,0.013235119047619048
2013,rf,Philippines,1,0.38180953074703067
2013,rf,Poland,1,0.04706103618603618
2013,rf,Portugal,0,0.015825736763236765
2013,rf,Paraguay,0,0.18442399063354942
2013,rf,Romania,0,0.050875000000000004
2013,rf,Senegal,0,0.2867941815129315
2013,rf,Sierra Leone,0,0.2265689726939727
2013,rf,Sweden,0,0.023760822510822514
2013,rf,Trinidad and Tobago,0,0.07981926406926408
2013,rf,Tunisia,1,0.23159296157274104
2013,rf,United States of America,0,0.10842735042735041
2013,rf,South Africa,0,0.2668232184482184
2013,lr,Albania,0,0.7147677753157142
2013,lr,Argentina,0,0.07229595033342996
2013,lr,Australia,0,0.0039025500485692782
2013,lr,Belgium,0,0.06860351203343817
2013,lr,Benin,1,0.01760949652142408
2013,lr,Burkina Faso,1,0.601744403121632
2013,lr,Bulgaria,0,0.024129906506678192
2013,lr,Brazil,1,0.027514242783673083
2013,lr,Bhutan,0,0.5721394552751856
2013,lr,Botswana,1,0.27189635153180475
2013,lr,Canada,0,0.02260968374407682
2013,lr,Chile,0,0.3964351687160616
2013,lr,Colombia,0,0.012308046225844048
2013,lr,Costa Rica,0,0.43349506907833807
2013,lr,Cyprus,0,0.0029541912195373385
2013,lr,Germany,0,0.01631275856533123
2013,lr,Denmark,0,0.004280982497411776
2013,lr,Spain,0,0.07152364393774174
2013,lr,Finland,0,0.012848729748411116
2013,lr,France,0,0.18471028684401847
2013,lr,United Kingdom,0,0.009333736038568553
2013,lr,Greece,0,0.03182352114679709
2013,lr,Guyana,0,0.10393356325631671
2013,lr,Israel,0,0.1526521289535595
2013,lr,Italy,0,0.02933804835830286
2013,lr,Jamaica,0,0.04439720613179612
2013,lr,Japan,0,0.7638852498981256
2013,lr,Kenya,0,0.04853032284125089
2013,lr,Liberia,0,0.7275987169708866
2013,lr,Lesotho,1,0.35165320946199596
2013,lr,Luxembourg,0,0.0005116006409852628
2013,lr,Mexico,0,0.10038334886959632
2013,lr,Mongolia,1,0.0997640072651744
2013,lr,Mauritius,1,0.6524178099569674
2013,lr,Malawi,0,0.07514890615933632
2013,lr,Namibia,0,0.0671888227850322
2013,lr,Nigeria,0,0.21840095980307925
2013,lr,Norway,0,0.004168693596689714
2013,lr,Philippines,1,0.13851905247437502
2013,lr,Poland,1,0.1773241346683999
2013,lr,Portugal,0,0.15584305994456105
2013,lr,Paraguay,0,0.0993202426540557
2013,lr,Romania,0,0.004767860702928287
2013,lr,Senegal,0,0.10253683661008638
2013,lr,Sierra Leone,0,0.027380251620630208
2013,lr,Sweden,0,0.0035347756908392708
2013,lr,Trinidad and Tobago,0,0.04432394959577416
2013,lr,Tunisia,1,0.0016450923020939901
2013,lr,United States of America,0,0.1513485599959103
2013,lr,South Africa,0,0.5849535553761971
2014,gb,Albania,0,0.7129772908730067
2014,gb,Argentina,0,0.0024409222041708394
2014,gb,Australia,0,0.005897948157570201
2014,gb,Belgium,0,0.0036856091628910594
2014,gb,Benin,1,0.029453592223807855
2014,gb,Bulgaria,0,0.010939333055983495
2014,gb,Brazil,1,0.011819093215585441
2014,gb,Bhutan,0,0.6822940771186992
2014,gb,Botswana,1,0.007287988820752066
2014,gb,Canada,0,0.03323355272618222
2014,gb,Chile,0,0.0027780596533790547
2014,gb,Colombia,0,0.16334431093974827
2014,gb,Costa Rica,0,0.004516007194059681
2014,gb,Cyprus,0,0.0024464763253505646
2014,gb,Germany,0,0.0035375027190536726
2014,gb,Denmark,0,0.0020726924049301585
2014,gb,Ecuador,0,0.6041960868239794
2014,gb,Spain,0,0.0029659405849031023
2014,gb,Finland,0,0.0026421699926111007
2014,gb,France,0,0.0018320927891138164
2014,gb,United Kingdom,1,0.002841495475145255
2014,gb,Greece,0,0.03342856884196888
2014,gb,Guyana,1,0.0039187724936133915
2014,gb,Israel,0,0.010024205453754736
2014,gb,Italy,1,0.006797432630468596
