preonset_yearrate,stable_yearrate,episode_detect,detect_backsliding,detect_coup,detect_arma,detect_phase,detect_bootstrap,detect_indicator_dom_eig,detect_indicator_mean_xcorr,detect_indicator_total_var,detect_indicator_var,detect_indicator_ar1,detect_window_6,detect_window_8,detect_window_10,detect_window_12
0.09401709401709402,0.1108695652173913,0.20833333333333334,0.20588235294117646,0.35714285714285715,0.20833333333333334,0.3333333333333333,0.3958333333333333,0.22916666666666666,0.1875,0.2708333333333333,0.3125,0.22916666666666666,0.2708333333333333,0.1875,0.22916666666666666,0.125
