full_alpha,full_p,drop_HUN_alpha,drop_AFG_alpha,drop_PAK_alpha,drop_NZL_alpha,drop_NPL_alpha,drop_NOR_alpha,alpha_min,alpha_max
0.20496552419128738,0.0003492103477285681,0.22001651543350126,0.22812972127120432,0.18870306548799493,0.2044228323356172,0.19797100913407267,0.20542091773061583,0.18870306548799493,0.22812972127120432
