contemporaneous_near,contemporaneous_near_p,contemporaneous_far,contemporaneous_far_p,contemporaneous_diff_p,lag1_diffusion _near,lag1_diffusion _near_p,lag1_diffusion _far,lag1_diffusion _far_p,lag1_diffusion _diff_p
0.10206791022964354,0.02478814382469164,0.4257864285458104,0.0053671337459604805,0.035882864348691694,0.0219987470794317,0.6812048867666353,0.3478039355910208,0.0036154122153008454,0.017833921027485218
