contemporaneous_near,contemporaneous_far_matched,contemporaneous_near_minus_far,contemporaneous_sig_frac,lag1_diffusion_near,lag1_diffusion_far_matched,lag1_diffusion_near_minus_far,lag1_diffusion_sig_frac
0.06357136549710406,-0.025044660366756615,0.08861602586386066,0.195,-0.008472147237804125,-0.03879655786026598,0.030324410622461856,0.005
