mob_tau-5,dig_tau-5,mob_tau-4,dig_tau-4,mob_tau-3,dig_tau-3,mob_tau-2,dig_tau-2,mob_tau-1,dig_tau-1,mob_tau0,dig_tau0,mob_pre,mob_pre_p,dig_pre,dig_pre_p,mob_fires,dig_fires,mob_med_lead,dig_med_lead,fwd_r,rev_r
0.19392230103770858,-0.018841232380369985,0.21512583361299356,-0.05732141608380558,0.3106335650079306,-0.11705286637003338,0.334053694633008,-0.18042168886395044,0.46763774070706826,-0.35576865376294275,0.2782196440650166,-0.3625985443372051,0.3714718543648589,1.2450417025910374e-11,-0.218740692572817,3.122804131818841e-06,25,8,5.0,5.0,-0.07177748168662991,-0.056882250565618575
