M1_cult_alpha,M1_cult_p,M2_cult_alpha,M2_cult_p,M2_geo_alpha,M2_geo_p,M3_cult_alpha,M3_cult_p,M3_geo_alpha,M3_geo_p,M3_glob_alpha,M3_glob_p,M4_cult_alpha,M4_cult_p,M4_geo_alpha,M4_geo_p,M4_glob_alpha,M4_glob_p
0.20496552419128722,0.00034921034772857133,0.2025594321918548,0.0017081873380019833,0.00513421270421738,0.8721522630652272,0.12292453577342896,0.041228100028768006,-0.01854304464118916,0.5754595369516037,0.6161606458527207,0.00015418204326891031,0.11470906610149113,0.05533833575215582,-0.022045917191166286,0.4995021624754227,0.6275106081298469,0.00012985415575209757
