dom_eig_detect,dom_eig_fp,var_detect,var_fp,ar1_detect,ar1_fp,total_var_detect,total_var_fp
0.2125,0.14782608695652175,0.24166666666666667,0.17608695652173914,0.075,0.03695652173913044,0.22916666666666666,0.16956521739130434
