k_episodes,factors_aucpr,factors_sd,raw_aucpr,raw_sd,delta
6,0.12423906212237135,0.03181149485466583,0.1118466222307783,0.019774969451171655,0.01239243989159304
12,0.1131612055325056,0.01570518340081361,0.10675455613748891,0.0365215280205731,0.006406649395016686
18,0.11103881081560206,0.01096540746821989,0.11715198482380706,0.03314554550608264,-0.006113174008205005
24,0.11701646861717929,0.014128969049695463,0.11286343063396881,0.021730595487322216,0.0041530379832104836
34,0.12370690624767118,1.3877787807814457e-17,0.12394789051023845,1.3877787807814457e-17,-0.00024098426256727312
