cultural_full_alpha,cultural_full_p,cultural_pre_alpha,cultural_pre_p,cultural_post_alpha,cultural_post_p,placebo_alpha,placebo_p
0.6116149482682633,6.074987929939668e-16,0.653125918289772,9.607569896808803e-14,0.20496552419128722,0.00034921034772857133,0.617085855285039,0.001996007984031936
