factor_perm_congruence_mean,factor_perm_congruence_sd,factors_above_null,eigenvalue_f1,null95_f1,eigenvalue_f2,null95_f2,eigenvalue_f3,null95_f3,eigenvalue_f4,null95_f4,hmm_kappa_real,hmm_kappa_scrambled,hmm_kappa_random
0.06088377935088153,0.01163390495584994,4,143.29293578488523,1.466587613910303,18.907010484760512,1.453940137471186,12.258501137160126,1.4447856719936987,8.018469904984515,1.4337539146469556,0.5807203954660554,-0.01117350165421338,0.006631675646445179
