lr_obs,lr_boot_p,kappa_w,sojourn_lib_dem,sojourn_elec_dem,sojourn_hybrid,sojourn_comp_auth,sojourn_clos_auth
7673.1717845940875,0.009900990099009901,0.7166788553119372,47.064516129032256,22.633802816901408,13.867647058823529,17.810526315789474,22.666666666666668
