level_fe_alpha,level_fe_p,change_nofe_alpha,change_nofe_t,change_nofe_p,change_fe_alpha,change_fe_t,alpha_2sls,se_2sls,ci_lo,ci_hi,rv_q1,partial_r2,placebo_alpha,placebo_p
0.004655329620553114,0.16562918180900732,0.3114146168033541,4.73561178740062,2.1839528480663725e-06,0.17433099147303013,2.9320574706060527,-0.30697710339138073,0.34195436112489974,-1.1564110739940843,0.23204959332970296,0.05461436430639173,0.003145116286349152,0.3156604536481928,0.003992015968063872
