f1_boot_med,f1_boot_lo,f1_boot_hi,f2_boot_med,f2_boot_lo,f2_boot_hi,f3_boot_med,f3_boot_lo,f3_boot_hi,f4_boot_med,f4_boot_lo,f4_boot_hi,f1_splithalf,f2_splithalf,f3_splithalf,f4_splithalf,f1_polity_rho,f2_polity_rho,f3_polity_rho,f4_polity_rho
0.9998774660141718,0.999745459072028,0.9999284019224906,0.9992494293364188,0.9949909433030807,0.999708700141064,0.9907921996215374,0.9581144640250978,0.9981556705928355,0.9687234181735451,0.7388635079517571,0.9971684256824825,0.9887016032991015,0.9578098160820157,0.38033901532027053,0.27224683180894876,0.9028862591535256,0.25921851265124196,-0.0676755056543201,-0.15019906356669485
