country,factor,q_state,r_obs,snr,neg_loglik,T,beta_mean,beta_std
Nepal,factor_4,0.00033546262790251185,0.06714603911595722,0.004996015138334337,3.2450729766811732,56,1.0870121635080963,0.39674439238310705
Nicaragua,factor_1,2.4711870344007107,0.006803282035655773,363.23454201212036,-40.59105299717437,56,2.26882875394084,1.5381388274166454
Nicaragua,factor_2,0.00033546262790251185,0.026490784576373574,0.012663370801093678,-18.524863978433793,56,1.158346723377806,0.2138117124271386
Nicaragua,factor_3,1.363034741092771,0.06185756584478523,22.035052987906713,4.585400377587642,56,-1.7306324357958807,2.203542360349084
Nicaragua,factor_4,0.19953905631383004,0.01589769960990171,12.55144210861484,-28.906533394196078,56,0.5868772151279936,0.8645603445654853
Niger,factor_1,0.12851157314740583,0.01090964693470386,11.779627142525328,-37.4587395668226,55,2.220483656410918,0.4843667924208912
Niger,factor_2,0.047699363226801184,0.016141713556588905,2.955037150150067,-29.747371610642272,55,1.8345819263857193,0.4996104055192902
Niger,factor_3,0.00033546262790251185,0.31465354829424086,0.0010661333066831074,39.54730429520027,55,0.15508970018848214,1.3943393171406897
Niger,factor_4,0.00033546262790251185,0.06470029021173289,0.00518487052847374,2.4470874577585073,55,1.7998338917310903,0.5748290702034093
Zambia,factor_1,3.7660318823986474,0.0018438144557271477,2042.5221587241717,-60.376902529149355,56,2.12036038089372,1.9024606894323643
Zambia,factor_2,2.9489761461481545,0.005188088899607531,568.4128015561257,-48.8555127348861,56,1.8166337854675798,1.16478796663193
Zambia,factor_3,0.00033546262790251185,0.005463096235673966,0.061405220305647205,-54.93319489049798,56,0.18614174990576457,0.11247319905957101
Zambia,factor_4,0.6839190621892722,0.004671744122971975,146.39480335112845,-53.142845735857804,56,1.0191318156021405,1.3125753545375862
Zimbabwe,factor_1,7.169026426884084,0.0012803620953852355,5599.2179499246,-58.56551684170142,56,0.7594150157155699,1.8014143829919824
Zimbabwe,factor_2,0.00033546262790251185,0.004936807571986907,0.06795132745421124,-57.6950806723508,56,0.6875020202578863,0.17372256763815602
Zimbabwe,factor_3,0.00033546262790251185,0.17887078215002206,0.0018754467547480922,26.304034259858536,56,1.4213563245073035,0.4425042683707878
Zimbabwe,factor_4,0.15764875136010514,0.034911608188680776,4.515654234777384,-11.144881879074035,56,0.8811657726071386,0.6868600951510403
Guinea,factor_1,0.00033546262790251185,0.00752956088452223,0.044552747902216853,-46.986360290563326,56,1.2548831309292956,0.1991397767206726
Guinea,factor_2,0.09287237010858636,0.014823817553899643,6.265077789233502,-31.374854300389284,56,1.51472488583407,0.3450348801630864
Guinea,factor_3,0.00033546262790251185,0.16082932440699857,0.0020858299886504653,23.783372337694896,56,0.832271614666013,1.2166089794452573
Guinea,factor_4,0.0981613554295883,0.011954411959785066,8.21130773808076,-35.86909419156772,56,-1.045333509391113,0.42849318868167524
Ivory Coast,factor_1,5.070529343099498,0.00038556292583770863,13150.977449615548,-75.99859738081511,56,0.6814566664849566,1.659989700023055
Ivory Coast,factor_2,0.1156275203382851,0.01092811829717067,10.580734687711194,-38.32351237100936,56,1.0800705473207393,0.4150520410993811
Ivory Coast,factor_3,0.00033546262790251185,0.11572304150079024,0.002898840399906194,16.057376707644035,56,-0.1286040054388504,0.1545351975095438
Ivory Coast,factor_4,1.5270375323633731,0.01100842621022219,138.71533525340786,-32.914166835265235,56,1.9473638223861356,1.2550726337681597
Canada,factor_1,0.00033546262790251185,0.00033546262790251185,1.0,-134.72154734412757,56,-0.09238189955086007,0.026727678726979797
Canada,factor_2,0.046552400862653685,0.0003850175902546706,120.90980267125332,-113.82624577955552,56,-0.022585270770023716,0.2617048145176719
Canada,factor_3,0.00033546262790251185,0.0012145678058906942,0.2761991765922882,-89.58402069128415,56,0.19695743299530147,0.14023508343071603
Canada,factor_4,0.00033546262790251185,0.004228293147136996,0.07933759941163392,-61.03952384575859,56,0.4002603145622934,0.18403617229179284
Australia,factor_1,0.010036346147241365,0.0003518691518473281,28.522949779911418,-116.47410959716224,56,0.14619131782250216,0.152487736731569
