country_text_id,year,global_exposure_polyarchy,global_exposure_libdem,pagerank,n_backsliding_neighbors
FRA,1970,0.005592243573449638,,0.020903198504365277,16
GAB,1970,0.005069663610840505,,0.0053061407514060485,16
GBR,1970,0.005069663610840505,,0.0192350423338471,16
GHA,1970,0.0055778370923873005,,0.004749284874269115,16
GIN,1970,0.005069663610840505,,0.008179430388629763,16
GMB,1970,0.005069663610840505,,0.002792873432963418,16
GNB,1970,0.005069663610840505,,0.0030593361093969973,16
GNQ,1970,0.0050982495890518455,,0.00285859782113406,16
GRC,1970,0.005069663610840505,,0.01030678895194004,16
GTM,1970,0.005069663610840505,,0.007861115719794035,16
GUY,1970,0.0048931323122488254,,0.0025584246172707277,15
HKG,1970,0.005070686454345449,,0.0010228435049437438,16
HND,1970,0.005069663610840505,,0.007861115719794035,16
HTI,1970,0.005069663610840505,,0.007861115719794035,16
HUN,1970,0.005069663610840505,,0.007681795880804419,16
IDN,1970,0.005069663610840505,,0.00842786249404483,16
IND,1970,0.005069663610840505,,0.008103989004841298,16
IRL,1970,0.0050663601729831025,,0.0016517189287014499,16
IRN,1970,0.005069663610840505,,0.005192200795349586,16
IRQ,1970,0.005022280058681748,,0.00947671043175139,16
ISL,1970,0.0050619318373122555,,0.007731773528249591,16
ISR,1970,0.005097026085268002,,0.006840618606874103,16
ITA,1970,0.0051001754392196634,,0.010170609459719258,16
JAM,1970,0.005132552536598858,,0.007861115719794035,16
JOR,1970,0.005069663610840505,,0.009049851501206492,16
