iso3,year,infant_mortality,inflation_yoy,food_prod_index,ext_debt_gni,work_age_share,youth_bulge_proxy
SSA,2012,57.5018617783584,,100.0,27.1864894498897,53.4382118107154,21.37528472428616
SSA,2013,55.9439064000813,,100.0,28.2426729055775,53.5142042157038,21.405681686281522
SSA,2014,55.6471977005479,,100.0,28.8680565862389,53.6023403092739,21.440936123709562
SSA,2015,54.88439691384,,100.0,32.3969691750197,53.7172599743091,21.486903989723643
SSA,2016,54.260925451114,,100.0,38.234421873651,53.8544738246303,21.54178952985212
SSA,2017,53.8859130644351,,100.0,41.2093317967365,54.0290061151882,21.61160244607528
SSA,2018,52.0470345826164,,100.0,40.9538340498887,54.2523765144087,21.70095060576348
SSA,2019,51.5346756705316,,100.0,42.5065900413207,54.4910142581085,21.7964057032434
SSA,2020,50.7033912395993,,100.0,47.2921490810841,54.757271058634,21.9029084234536
SSA,2021,50.4173119279166,,100.0,44.7034515412568,55.041877452463,22.0167509809852
SSA,2022,51.0326054742757,,100.0,42.5070603313322,55.3264729658035,22.1305891863214
SSA,2023,49.2828892635315,,100.0,46.2536322613236,55.6211157697856,22.24844630791424
SSA,2024,48.4941018433481,,100.0,49.6576651906608,55.9197429514205,22.367897180568203
SSA,2025,48.4941018433481,,100.0,49.6576651906608,55.9197429514205,22.367897180568203
SSD,1960,195.9,,,,54.5535839462893,21.821433578515723
SSD,1961,193.7,,,,54.5705782598588,21.82823130394352
SSD,1962,191.4,,,,54.5544303027337,21.82177212109348
SSD,1963,207.0,,,,54.4713170327355,21.7885268130942
SSD,1964,187.5,,,,54.2958240912101,21.718329636484043
SSD,1965,185.4,,,,54.0839886702604,21.63359546810416
SSD,1966,213.5,,,,53.8874862772882,21.55499451091528
SSD,1967,211.2,,,,53.7003058290579,21.480122331623164
SSD,1968,209.0,,,,53.5247563056455,21.4099025222582
SSD,1969,210.6,,,,53.3599729968478,21.343989198739123
SSD,1970,208.4,,,,53.2042336757181,21.28169347028724
SSD,1971,172.3,,,,53.0541821007653,21.221672840306123
SSD,1972,170.3,,,,52.9103125690279,21.164125027611163
SSD,1973,168.5,,,,52.7764709741884,21.11058838967536
SSD,1974,166.6,,,,52.6507556954808,21.06030227819232
SSD,1975,164.8,,,,52.5255374632981,21.01021498531924
SSD,1976,163.1,,,,52.3941650879291,20.95766603517164
SSD,1977,161.5,,,,52.2524358339551,20.90097433358204
SSD,1978,159.7,,,,52.0969586495388,20.83878345981552
SSD,1979,157.9,,,,51.9363432137352,20.77453728549408
SSD,1980,156.6,,,,51.7663104695853,20.70652418783412
SSD,1981,155.2,,,,51.588153366828,20.635261346731202
SSD,1982,154.0,,,,51.4199091381021,20.567963655240842
SSD,1983,152.9,,,,51.2544046281363,20.50176185125452
SSD,1984,151.8,,,,51.0876723312178,20.435068932487123
SSD,1985,150.6,,,,50.942815665404,20.3771262661616
SSD,1986,149.5,,,,50.8367046885841,20.334681875433642
SSD,1987,171.2,,,,50.6827398178964,20.27309592715856
SSD,1988,484.0,,,,51.4649099113176,20.58596396452704
SSD,1989,158.5,,,,52.3253222287016,20.930128891480642
SSD,1990,157.4,,,,52.2311563601486,20.89246254405944
SSD,1991,155.8,,,,52.1891993201117,20.87567972804468
SSD,1992,165.5,,,,52.0832172802299,20.833286912091964
SSD,1993,163.4,,,,51.9106880999354,20.76427523997416
SSD,1994,138.5,,,,51.8156016425355,20.726240657014202
SSD,1995,146.8,,,,51.7399370875719,20.695974835028764
SSD,1996,143.7,,,,51.5872725490837,20.634909019633483
SSD,1997,140.3,,,,51.5170755919872,20.60683023679488
SSD,1998,238.8,,,,51.7483375422092,20.69933501688368
SSD,1999,122.4,,,,52.015406050476,20.806162420190404
SSD,2000,118.2,,,,52.0847011509354,20.83388046037416
SSD,2001,113.6,,,,52.0363233638876,20.81452934555504
SSD,2002,109.0,,,,51.8220293410152,20.728811736406083
SSD,2003,104.5,,,,51.6149457785541,20.645978311421644
SSD,2004,100.2,,,,51.748966997422,20.699586798968802
SSD,2005,96.2,,,,52.1690763928954,20.86763055715816
SSD,2006,92.3,,,,52.6573941677496,21.06295766709984
SSD,2007,88.6,,,,53.1822626333066,21.272905053322642
SSD,2008,85.0,,,,53.6784870158672,21.47139480634688
SSD,2009,81.5,5.00627361534047,,,54.081600198019,21.6326400792076
SSD,2010,78.2,1.16962180301108,,,54.6810068404287,21.87240273617148
SSD,2011,75.3,46.8521757193597,,,55.2820834227165,22.1128333690866
SSD,2012,73.2,45.5258978371706,94.83,,55.5263038013283,22.21052152053132
SSD,2013,72.2,-0.0580909784225664,94.26,,55.5725452054268,22.22901808217072
SSD,2014,118.2,1.6742990629552,98.42,,54.9772865284136,21.99091461136544
SSD,2015,151.3,52.7663304192143,100.49,,54.3829174387196,21.753166975487844
SSD,2016,169.8,379.999585624026,101.1,,53.7358881753838,21.49435527015352
SSD,2017,181.5,187.851630279442,100.66,,52.4297594338558,20.971903773542323
SSD,2018,92.9,83.5015294922,101.96,,52.5289151600364,21.01156606401456
SSD,2019,71.9,87.2413641500032,110.73,,53.8126725447321,21.525069017892843
SSD,2020,71.9,29.6758435538572,106.85,,54.8803721131261,21.95214884525044
SSD,2021,71.9,10.5167158294358,114.19,,55.6038406814789,22.24153627259156
SSD,2022,71.9,-6.68732094212668,114.76,,56.3101038886271,22.52404155545084
SSD,2023,71.9,2.38280434813754,114.76,,57.2360745195619,22.894429807824764
SSD,2024,71.9,91.4408220769046,114.76,,58.0908540472345,23.236341618893803
SSD,2025,71.9,91.4408220769046,114.76,,58.0908540472345,23.236341618893803
SSF,1960,,,,,53.9459206146344,21.578368245853763
SSF,1961,,,12.8835984592584,,53.8465019726381,21.53860078905524
SSF,1962,,,13.1184671976333,,53.7334384160012,21.493375366400482
SSF,1963,,,13.8332300837081,,53.5891559715153,21.43566238860612
SSF,1964,,,13.3322467725759,,53.4277266442277,21.37109065769108
SSF,1965,,,13.3828039289127,,53.2684889017961,21.30739556071844
SSF,1966,,,13.5415824374918,,53.111695365596,21.2446781462384
SSF,1967,,,15.4481560475148,,52.9605261321485,21.184210452859404
SSF,1968,,,14.269283708016,,52.8153520961801,21.12614083847204
SSF,1969,,,15.6393436491967,,52.6736184823819,21.06944739295276
SSF,1970,,,16.3314569111738,,52.531622386708,21.0126489546832
SSF,1971,,,16.7897451535887,,52.3842713104889,20.953708524195562
SSF,1972,,,17.1292656666235,,52.2345426529673,20.893817061186923
SSF,1973,,,17.5014152281064,,52.0974743792829,20.83898975171316
SSF,1974,,,19.2137026329331,,51.9853543494973,20.79414173979892
SSF,1975,,,19.6669117089164,,51.887331416206,20.754932566482402
SSF,1976,,,20.1887166186275,,51.7788369699147,20.71153478796588
SSF,1977,,,21.5166557560582,,51.6747183774357,20.66988735097428
SSF,1978,,,21.9295584047583,,51.5957291035389,20.638291641415563
SSF,1979,,,21.5920414919694,,51.520477529641,20.608191011856402
SSF,1980,,,22.8633663848327,,51.4587436325435,20.5834974530174
SSF,1981,,,25.7097475357632,,51.410870657914,20.564348263165602
SSF,1982,,,22.564609969085,,51.3741042987212,20.54964171948848
SSF,1983,,,23.4116338560083,,51.3619597390867,20.54478389563468
SSF,1984,,,20.8514477142746,,51.3589276337812,20.54357105351248
SSF,1985,,,25.0619374965773,,51.3634309733549,20.545372389341964
SSF,1986,,,24.5323649452717,,51.3773929249123,20.55095716996492
SSF,1987,,,22.5626064185554,,51.3964702830731,20.55858811322924
SSF,1988,,,26.5634772498216,,51.4314455980387,20.57257823921548
SSF,1989,,,22.812782050695,,51.4815639157312,20.592625566292483
SSF,1990,102.1,,22.3044482568324,,51.5437153200487,20.61748612801948
SSF,1991,102.9,,27.0824410505673,,51.6195452077372,20.64781808309488
SSF,1992,102.3,,30.1153604186095,,51.6768128618618,20.670725144744722
SSF,1993,101.4,,51.0900064106822,,51.7560676079763,20.70242704319052
SSF,1994,100.0,,59.9943314103903,,51.8699736088663,20.747989443546523
SSF,1995,97.6,,61.354463906662,,51.9385783305318,20.77543133221272
SSF,1996,98.4,,67.1592165397414,,51.9263153751897,20.77052615007588
SSF,1997,96.6,,68.73615783015,,51.9345414214838,20.77381656859352
SSF,1998,96.2,,73.6341795017067,,52.0484315384557,20.81937261538228
SSF,1999,91.7,,75.1433821501553,,52.1905942475087,20.876237699003482
SSF,2000,88.9,,78.8877388380542,,52.3126678675744,20.92506714702976
SSF,2001,86.7,,87.3745640394632,,52.4231101449238,20.96924405796952
SSF,2002,82.7,,89.611451194788,,52.5251156590718,21.010046263628723
SSF,2003,79.4,,98.4705087321557,,52.6195486191363,21.047819447654522
SSF,2004,76.5,,96.99409070699,,52.7041934024867,21.081677360994682
SSF,2005,72.1,,100.631777764692,,52.7709579342617,21.10838317370468
SSF,2006,69.1,,101.911182582727,,52.8230389374294,21.129215574971763
SSF,2007,66.5,,100.995809297985,,52.875520501511,21.1502082006044
SSF,2008,64.1,,101.786064925861,,52.9460670380989,21.17842681523956
SSF,2009,63.0,,103.989290667027,,53.0296933324539,21.21187733298156
SSF,2010,60.6,,99.6332654261011,,53.123406602302,21.2493626409208
SSF,2011,60.5,,106.537123843514,,53.2361106594733,21.29444426378932
SSF,2012,57.2,,100.0,,53.3514534728151,21.340581389126044
SSF,2013,55.6,,100.0,,53.4752260802983,21.390090432119322
SSF,2014,55.1,,100.0,,53.6105072972936,21.44420291891744
SSF,2015,54.2,,100.0,,53.7691221156481,21.507648846259244
SSF,2016,53.5,,100.0,,53.9464351032094,21.578574041283762
SSF,2017,53.0,,100.0,,54.1547722177451,21.66190888709804
SSF,2018,51.1,,100.0,,54.4013293325254,21.76053173301016
SSF,2019,50.5,,100.0,,54.6560618153629,21.86242472614516
SSF,2020,49.6,,100.0,,54.9339731513454,21.973589260538162
SSF,2021,50.4,,100.0,,55.2265831488908,22.090633259556324
SSF,2022,50.8,,100.0,,55.516079288155,22.206431715262
SSF,2023,48.2,,100.0,,55.8107730575681,22.324309223027242
SSF,2024,47.1,,100.0,,56.1043422627667,22.44173690510668
SSF,2025,47.1,,100.0,,56.1043422627667,22.44173690510668
SST,1960,,,,,55.3827516611477,22.15310066445908
SST,1961,,,100.0,,55.2451026267764,22.098041050710563
