year,COWcode,pol_cat_pitf,regime_imputed
2001,411,A/F,0
2002,411,A/F,0
2003,411,A/F,0
2004,411,A/F,0
2005,411,A/F,0
2006,411,A/F,0
2007,411,A/F,0
2008,411,A/F,0
2009,411,A/F,0
2010,411,A/F,0
2011,411,A/F,0
2012,411,A/F,0
2013,411,A/F,0
2014,411,A/F,0
2015,411,A/F,0
2016,411,A/F,0
2017,411,A/F,0
2018,411,A/F,0
2019,411,A/F,1
2020,411,A/F,1
2021,411,A/F,1
2022,411,A/F,1
2023,411,A/F,1
2024,411,A/F,1
2025,411,A/F,1
1970,420,D/F,0
1971,420,D/F,0
1972,420,D/F,0
1973,420,D/F,0
1974,420,D/F,0
1975,420,D/F,0
1976,420,D/F,0
1977,420,D/F,0
1978,420,D/F,0
1979,420,D/F,0
1980,420,D/F,0
1981,420,D/P,0
1982,420,D/P,0
1983,420,D/P,0
1984,420,D/P,0
1985,420,D/P,0
1986,420,D/P,0
1987,420,D/P,0
1988,420,D/P,0
1989,420,D/P,0
1990,420,D/F,0
1991,420,D/F,0
1992,420,D/F,0
1993,420,D/F,0
1994,420,A/F,0
1995,420,A/F,0
1996,420,A/F,0
1997,420,A/F,0
1998,420,A/F,0
1999,420,A/F,0
2000,420,A/F,0
2001,420,A/F,0
2002,420,A/F,0
2003,420,A/F,0
2004,420,A/F,0
2005,420,A/F,0
2006,420,A/F,0
2007,420,A/F,0
2008,420,A/F,0
2009,420,A/F,0
2010,420,A/F,0
2011,420,A/F,0
2012,420,A/F,0
2013,420,A/F,0
2014,420,A/F,0
2015,420,A/F,0
2016,420,A/F,0
2017,420,D/P,0
2018,420,D/P,0
2019,420,D/P,1
2020,420,D/P,1
2021,420,D/P,1
2022,420,D/P,1
2023,420,D/P,1
2024,420,D/P,1
2025,420,D/P,1
1970,432,A/F,0
1971,432,A/F,0
1972,432,A/F,0
1973,432,A/F,0
1974,432,A/F,0
1975,432,A/F,0
1976,432,A/F,0
1977,432,A/F,0
1978,432,A/F,0
1979,432,A/F,0
1980,432,A/F,0
1981,432,A/F,0
1982,432,A/F,0
1983,432,A/F,0
1984,432,A/F,0
1985,432,A/F,0
1986,432,A/F,0
1987,432,A/F,0
1988,432,A/F,0
1989,432,A/F,0
1990,432,A/F,0
1991,432,transition,0
1992,432,D/P,0
1993,432,D/P,0
1994,432,D/P,0
1995,432,D/P,0
1996,432,D/P,0
1997,432,D/fact,0
1998,432,D/fact,0
1999,432,D/fact,0
2000,432,D/fact,0
2001,432,D/fact,0
2002,432,D/P,0
2003,432,D/P,0
2004,432,D/P,0
2005,432,D/P,0
2006,432,D/P,0
2007,432,D/P,0
2008,432,D/P,0
2009,432,D/P,0
2010,432,D/P,0
2011,432,D/P,0
2012,432,transition,0
2013,432,D/P,0
2014,432,D/P,0
2015,432,D/P,0
2016,432,D/P,0
2017,432,D/P,0
2018,432,D/P,0
2019,432,D/P,1
2020,432,D/P,1
2021,432,D/P,1
2022,432,D/P,1
2023,432,D/P,1
2024,432,D/P,1
2025,432,D/P,1
1970,433,A/F,0
1971,433,A/F,0
1972,433,A/F,0
1973,433,A/F,0
1974,433,A/F,0
1975,433,A/F,0
1976,433,A/F,0
1977,433,A/F,0
1978,433,A/P,0
1979,433,A/P,0
1980,433,A/P,0
1981,433,A/P,0
1982,433,A/P,0
1983,433,A/P,0
1984,433,A/P,0
1985,433,A/P,0
1986,433,A/P,0
1987,433,A/P,0
1988,433,A/P,0
1989,433,A/P,0
1990,433,A/P,0
1991,433,A/P,0
1992,433,A/P,0
1993,433,A/P,0
1994,433,A/P,0
1995,433,A/P,0
1996,433,A/P,0
1997,433,A/P,0
1998,433,A/P,0
1999,433,A/P,0
2000,433,D/P,0
2001,433,D/P,0
2002,433,D/P,0
2003,433,D/P,0
2004,433,D/P,0
2005,433,D/P,0
2006,433,D/P,0
2007,433,D/P,0
2008,433,D/P,0
2009,433,D/P,0
2010,433,D/P,0
2011,433,D/P,0
2012,433,D/P,0
2013,433,D/P,0
2014,433,D/P,0
2015,433,D/P,0
2016,433,D/P,0
2017,433,D/P,0
2018,433,D/P,0
2019,433,D/P,1
2020,433,D/P,1
2021,433,D/P,1
2022,433,D/P,1
2023,433,D/P,1
2024,433,D/P,1
2025,433,D/P,1
1970,434,A/P,0
1971,434,A/P,0
1972,434,A/F,0
1973,434,A/F,0
1974,434,A/F,0
1975,434,A/F,0
1976,434,A/F,0
1977,434,A/F,0
1978,434,A/F,0
1979,434,A/F,0
1980,434,A/F,0
1981,434,A/F,0
1982,434,A/F,0
1983,434,A/F,0
1984,434,A/F,0
1985,434,A/F,0
1986,434,A/F,0
1987,434,A/F,0
1988,434,A/F,0
1989,434,A/F,0
1990,434,transition,0
1991,434,D/P,0
1992,434,D/P,0
1993,434,D/P,0
1994,434,D/P,0
1995,434,D/P,0
1996,434,D/P,0
1997,434,D/P,0
1998,434,D/P,0
1999,434,D/P,0
2000,434,D/P,0
2001,434,D/P,0
2002,434,D/P,0
2003,434,D/P,0
2004,434,D/P,0
2005,434,D/P,0
2006,434,D/P,0
2007,434,D/P,0
2008,434,D/P,0
2009,434,D/P,0
2010,434,D/P,0
2011,434,D/P,0
2012,434,D/P,0
2013,434,D/P,0
2014,434,D/P,0
2015,434,D/P,0
2016,434,D/P,0
2017,434,D/P,0
2018,434,D/P,0
2019,434,D/P,1
2020,434,D/P,1
2021,434,D/P,1
2022,434,D/P,1
2023,434,D/P,1
2024,434,D/P,1
2025,434,D/P,1
1970,435,A/F,0
1971,435,A/F,0
1972,435,A/F,0
1973,435,A/F,0
1974,435,A/F,0
1975,435,A/F,0
1976,435,A/F,0
1977,435,A/F,0
1978,435,A/F,0
1979,435,A/F,0
1980,435,A/F,0
1981,435,A/F,0
1982,435,A/F,0
1983,435,A/F,0
1984,435,A/F,0
1985,435,A/F,0
1986,435,A/F,0
1987,435,A/F,0
1988,435,A/F,0
1989,435,A/F,0
1990,435,A/F,0
1991,435,A/F,0
1992,435,A/F,0
1993,435,A/F,0
1994,435,A/F,0
1995,435,A/F,0
1996,435,A/F,0
1997,435,A/F,0
1998,435,A/F,0
1999,435,A/F,0
2000,435,A/F,0
2001,435,A/F,0
2002,435,A/F,0
2003,435,A/F,0
2004,435,A/F,0
2005,435,A/F,0
2006,435,A/F,0
2007,435,D/P,0
2008,435,A/F,0
2009,435,A/P,0
2010,435,A/P,0
2011,435,A/P,0
2012,435,A/P,0
2013,435,A/P,0
2014,435,A/P,0
2015,435,A/P,0
2016,435,A/P,0
2017,435,A/P,0
2018,435,A/P,0
2019,435,A/P,1
2020,435,A/P,1
2021,435,A/P,1
2022,435,A/P,1
2023,435,A/P,1
2024,435,A/P,1
2025,435,A/P,1
1970,436,A/P,0
1971,436,A/P,0
1972,436,A/P,0
1973,436,A/P,0
1974,436,A/F,0
1975,436,A/F,0
1976,436,A/F,0
1977,436,A/F,0
1978,436,A/F,0
1979,436,A/F,0
1980,436,A/F,0
1981,436,A/F,0
1982,436,A/F,0
1983,436,A/F,0
1984,436,A/F,0
1985,436,A/F,0
1986,436,A/F,0
1987,436,A/F,0
1988,436,A/F,0
1989,436,A/F,0
1990,436,A/F,0
1991,436,transition,0
1992,436,transition,0
1993,436,D/P,0
1994,436,D/P,0
1995,436,D/P,0
1996,436,A/P,0
1997,436,A/P,0
1998,436,A/P,0
1999,436,D/P,0
2000,436,D/P,0
2001,436,D/P,0
2002,436,D/P,0
2003,436,D/P,0
2004,436,D/P,0
2005,436,D/P,0
2006,436,D/P,0
2007,436,D/P,0
2008,436,D/P,0
2009,436,A/F,0
2010,436,A/P,0
2011,436,D/P,0
2012,436,D/P,0
2013,436,D/P,0
2014,436,D/P,0
2015,436,D/P,0
2016,436,D/P,0
2017,436,D/P,0
2018,436,D/P,0
2019,436,D/P,1
2020,436,D/P,1
2021,436,D/P,1
2022,436,D/P,1
2023,436,D/P,1
2024,436,D/P,1
2025,436,D/P,1
1970,437,A/F,0
1971,437,A/F,0
1972,437,A/F,0
1973,437,A/F,0
1974,437,A/F,0
1975,437,A/F,0
1976,437,A/F,0
1977,437,A/F,0
1978,437,A/F,0
1979,437,A/F,0
1980,437,A/F,0
1981,437,A/F,0
1982,437,A/F,0
1983,437,A/F,0
1984,437,A/F,0
1985,437,A/F,0
1986,437,A/F,0
1987,437,A/F,0
1988,437,A/F,0
1989,437,A/F,0
1990,437,A/F,0
1991,437,A/F,0
1992,437,A/F,0
1993,437,A/F,0
1994,437,A/F,0
1995,437,A/F,0
1996,437,A/F,0
1997,437,A/F,0
1998,437,A/F,0
1999,437,A/P,0
2000,437,D/fact,0
2001,437,D/fact,0
2002,437,transition,0
2003,437,transition,0
2004,437,transition,0
2005,437,transition,0
2006,437,transition,0
2007,437,transition,0
2008,437,transition,0
2009,437,transition,0
2010,437,transition,0
2011,437,D/fact,0
2012,437,D/fact,0
2013,437,D/fact,0
2014,437,D/fact,0
2015,437,D/fact,0
2016,437,D/fact,0
2017,437,D/fact,0
2018,437,D/fact,0
2019,437,D/fact,1
2020,437,D/fact,1
2021,437,D/fact,1
2022,437,D/fact,1
2023,437,D/fact,1
2024,437,D/fact,1
2025,437,D/fact,1
1970,438,A/F,0
1971,438,A/F,0
1972,438,A/F,0
1973,438,A/F,0
1974,438,A/F,0
1975,438,A/F,0
1976,438,A/F,0
1977,438,A/F,0
1978,438,A/F,0
1979,438,A/F,0
1980,438,A/F,0
1981,438,A/F,0
1982,438,A/F,0
1983,438,A/F,0
1984,438,A/F,0
1985,438,A/F,0
1986,438,A/F,0
1987,438,A/F,0
1988,438,A/F,0
1989,438,A/F,0
1990,438,A/F,0
1991,438,A/F,0
1992,438,A/F,0
1993,438,A/F,0
1994,438,A/F,0
1995,438,A/P,0
1996,438,A/P,0
1997,438,A/P,0
1998,438,A/P,0
1999,438,A/P,0
2000,438,A/P,0
2001,438,A/P,0
2002,438,A/P,0
2003,438,A/P,0
2004,438,A/P,0
2005,438,A/P,0
2006,438,A/P,0
2007,438,A/P,0
2008,438,A/P,0
2009,438,A/P,0
2010,438,D/fact,0
2011,438,D/fact,0
2012,438,D/fact,0
2013,438,D/fact,0
2014,438,D/fact,0
2015,438,D/fact,0
2016,438,D/fact,0
2017,438,D/fact,0
2018,438,D/fact,0
2019,438,D/fact,1
2020,438,D/fact,1
2021,438,D/fact,1
2022,438,D/fact,1
2023,438,D/fact,1
2024,438,D/fact,1
2025,438,D/fact,1
1970,439,A/F,0
1971,439,A/F,0
1972,439,A/F,0
1973,439,A/F,0
1974,439,A/F,0
1975,439,A/F,0
1976,439,A/F,0
1977,439,transition,0
1978,439,D/fact,0
1979,439,D/fact,0
1980,439,A/F,0
1981,439,A/F,0
1982,439,A/F,0
1983,439,A/F,0
1984,439,A/F,0
1985,439,A/F,0
1986,439,A/F,0
1987,439,A/F,0
1988,439,A/F,0
1989,439,A/F,0
1990,439,A/F,0
1991,439,A/F,0
1992,439,A/F,0
1993,439,A/F,0
1994,439,A/F,0
1995,439,A/F,0
1996,439,A/F,0
1997,439,A/F,0
1998,439,A/F,0
1999,439,A/F,0
2000,439,A/F,0
2001,439,A/P,0
2002,439,A/P,0
2003,439,A/P,0
2004,439,A/P,0
2005,439,A/P,0
2006,439,A/P,0
2007,439,A/P,0
2008,439,A/P,0
2009,439,A/P,0
2010,439,A/P,0
2011,439,A/P,0
2012,439,A/P,0
2013,439,A/P,0
2014,439,A/P,0
2015,439,D/P,0
2016,439,D/P,0
2017,439,D/P,0
2018,439,D/P,0
2019,439,D/P,1
2020,439,D/P,1
2021,439,D/P,1
2022,439,D/P,1
2023,439,D/P,1
2024,439,D/P,1
2025,439,D/P,1
1970,450,A/F,0
1971,450,A/F,0
1972,450,A/F,0
1973,450,A/F,0
1974,450,A/F,0
1975,450,A/F,0
1976,450,A/F,0
1977,450,A/F,0
1978,450,A/F,0
1979,450,A/F,0
1980,450,A/F,0
1981,450,A/F,0
1982,450,A/F,0
1983,450,A/F,0
1984,450,A/F,0
1985,450,A/F,0
1986,450,A/F,0
1987,450,A/F,0
1988,450,A/F,0
1989,450,A/F,0
1990,450,transition,0
1991,450,transition,0
1992,450,transition,0
1993,450,transition,0
1994,450,transition,0
1995,450,transition,0
1996,450,transition,0
1997,450,D/fact,0
1998,450,D/fact,0
1999,450,D/fact,0
2000,450,D/fact,0
2001,450,D/fact,0
2002,450,D/fact,0
2003,450,transition,0
2004,450,transition,0
2005,450,transition,0
2006,450,D/P,0
2007,450,D/P,0
2008,450,D/P,0
2009,450,D/P,0
2010,450,D/P,0
2011,450,D/P,0
2012,450,D/P,0
2013,450,D/P,0
2014,450,D/P,0
2015,450,D/P,0
2016,450,D/P,0
2017,450,D/P,0
2018,450,D/P,0
2019,450,D/P,1
2020,450,D/P,1
2021,450,D/P,1
2022,450,D/P,1
2023,450,D/P,1
2024,450,D/P,1
2025,450,D/P,1
1970,451,A/P,0
1971,451,A/F,0
1972,451,A/F,0
1973,451,A/F,0
1974,451,A/F,0
1975,451,A/F,0
1976,451,A/F,0
1977,451,A/F,0
1978,451,A/F,0
1979,451,A/F,0
1980,451,A/F,0
1981,451,A/F,0
1982,451,A/F,0
1983,451,A/F,0
1984,451,A/F,0
1985,451,A/F,0
1986,451,A/F,0
1987,451,A/F,0
1988,451,A/F,0
1989,451,A/F,0
1990,451,A/F,0
1991,451,A/F,0
1992,451,A/F,0
1993,451,A/F,0
1994,451,A/F,0
1995,451,A/F,0
1996,451,D/fact,0
1997,451,transition,0
1998,451,transition,0
1999,451,transition,0
2000,451,transition,0
2001,451,transition,0
2002,451,D/fact,0
2003,451,D/fact,0
2004,451,D/fact,0
2005,451,D/fact,0
2006,451,D/fact,0
2007,451,D/P,0
2008,451,D/P,0
2009,451,D/P,0
2010,451,D/P,0
2011,451,D/P,0
2012,451,D/P,0
2013,451,D/P,0
2014,451,D/P,0
2015,451,D/P,0
2016,451,D/P,0
2017,451,D/P,0
2018,451,D/P,0
2019,451,D/P,1
2020,451,D/P,1
2021,451,D/P,1
2022,451,D/P,1
2023,451,D/P,1
2024,451,D/P,1
2025,451,D/P,1
1970,452,D/P,0
1971,452,D/P,0
1972,452,A/F,0
1973,452,A/F,0
1974,452,A/F,0
1975,452,A/F,0
1976,452,A/F,0
1977,452,A/F,0
1978,452,A/F,0
1979,452,D/fact,0
1980,452,D/fact,0
1981,452,D/fact,0
1982,452,A/F,0
1983,452,A/F,0
1984,452,A/F,0
1985,452,A/F,0
1986,452,A/F,0
1987,452,A/F,0
1988,452,A/F,0
1989,452,A/F,0
1990,452,A/F,0
1991,452,A/F,0
1992,452,A/P,0
1993,452,A/P,0
1994,452,A/P,0
1995,452,A/P,0
1996,452,A/P,0
1997,452,A/P,0
1998,452,A/P,0
1999,452,A/P,0
2000,452,A/P,0
2001,452,D/P,0
2002,452,D/P,0
2003,452,D/P,0
2004,452,D/P,0
2005,452,D/P,0
2006,452,D/P,0
2007,452,D/P,0
2008,452,D/P,0
2009,452,D/P,0
2010,452,D/P,0
2011,452,D/P,0
2012,452,D/P,0
2013,452,D/P,0
2014,452,D/P,0
2015,452,D/P,0
2016,452,D/P,0
2017,452,D/P,0
2018,452,D/P,0
2019,452,D/P,1
2020,452,D/P,1
2021,452,D/P,1
2022,452,D/P,1
2023,452,D/P,1
2024,452,D/P,1
2025,452,D/P,1
1970,461,A/F,0
1971,461,A/F,0
1972,461,A/F,0
1973,461,A/F,0
1974,461,A/F,0
1975,461,A/F,0
1976,461,A/F,0
1977,461,A/F,0
1978,461,A/F,0
1979,461,A/F,0
1980,461,A/F,0
1981,461,A/F,0
1982,461,A/F,0
1983,461,A/F,0
1984,461,A/F,0
1985,461,A/F,0
1986,461,A/F,0
1987,461,A/F,0
1988,461,A/F,0
1989,461,A/F,0
1990,461,A/F,0
1991,461,A/F,0
1992,461,A/F,0
1993,461,A/P,0
1994,461,A/P,0
1995,461,A/P,0
1996,461,A/P,0
1997,461,A/P,0
1998,461,A/P,0
1999,461,A/P,0
2000,461,A/P,0
2001,461,A/P,0
2002,461,A/P,0
2003,461,A/P,0
2004,461,A/P,0
2005,461,A/P,0
2006,461,A/P,0
2007,461,A/P,0
2008,461,A/P,0
2009,461,A/P,0
2010,461,A/P,0
2011,461,A/P,0
2012,461,A/P,0
2013,461,A/P,0
2014,461,A/P,0
2015,461,A/P,0
2016,461,A/P,0
2017,461,A/P,0
2018,461,A/P,0
2019,461,A/P,1
2020,461,A/P,1
2021,461,A/P,1
2022,461,A/P,1
2023,461,A/P,1
2024,461,A/P,1
2025,461,A/P,1
1970,471,A/F,0
1971,471,A/F,0
1972,471,A/F,0
1973,471,A/F,0
1974,471,A/F,0
1975,471,A/F,0
1976,471,A/F,0
1977,471,A/F,0
1978,471,A/F,0
1979,471,A/F,0
1980,471,A/F,0
1981,471,A/F,0
1982,471,A/F,0
1983,471,A/F,0
1984,471,A/F,0
1985,471,A/F,0
1986,471,A/F,0
1987,471,A/F,0
1988,471,A/F,0
1989,471,A/F,0
1990,471,A/P,0
1991,471,A/P,0
1992,471,A/F,0
1993,471,A/F,0
1994,471,A/F,0
1995,471,A/F,0
1996,471,A/F,0
1997,471,A/F,0
1998,471,A/F,0
1999,471,A/F,0
2000,471,A/F,0
2001,471,A/F,0
2002,471,A/F,0
2003,471,A/F,0
2004,471,A/F,0
2005,471,A/F,0
2006,471,A/F,0
2007,471,A/F,0
2008,471,A/F,0
2009,471,A/F,0
2010,471,A/F,0
2011,471,A/F,0
2012,471,A/F,0
2013,471,A/F,0
2014,471,A/F,0
2015,471,A/F,0
2016,471,A/F,0
2017,471,A/F,0
2018,471,A/F,0
2019,471,A/F,1
2020,471,A/F,1
2021,471,A/F,1
2022,471,A/F,1
2023,471,A/F,1
2024,471,A/F,1
2025,471,A/F,1
1970,475,A/F,0
1971,475,A/F,0
1972,475,A/F,0
1973,475,A/F,0
1974,475,A/F,0
1975,475,A/F,0
1976,475,A/F,0
1977,475,A/F,0
1978,475,transition,0
1979,475,D/fact,0
1980,475,D/fact,0
1981,475,D/fact,0
1982,475,D/fact,0
1983,475,D/fact,0
1984,475,A/F,0
1985,475,A/F,0
1986,475,A/F,0
1987,475,A/F,0
1988,475,A/F,0
1989,475,A/F,0
1990,475,A/F,0
1991,475,A/F,0
1992,475,A/F,0
1993,475,A/F,0
1994,475,A/F,0
1995,475,A/F,0
1996,475,A/F,0
1997,475,A/F,0
1998,475,transition,0
1999,475,D/P,0
2000,475,D/P,0
2001,475,D/P,0
2002,475,D/P,0
2003,475,D/P,0
2004,475,D/P,0
2005,475,D/P,0
2006,475,D/P,0
2007,475,D/P,0
2008,475,D/P,0
2009,475,D/P,0
2010,475,D/P,0
2011,475,D/P,0
2012,475,D/P,0
2013,475,D/P,0
2014,475,D/P,0
2015,475,D/P,0
2016,475,D/P,0
2017,475,D/P,0
2018,475,D/P,0
2019,475,D/P,1
2020,475,D/P,1
2021,475,D/P,1
2022,475,D/P,1
2023,475,D/P,1
2024,475,D/P,1
2025,475,D/P,1
1970,481,A/F,0
1971,481,A/F,0
1972,481,A/F,0
1973,481,A/F,0
1974,481,A/F,0
1975,481,A/F,0
1976,481,A/F,0
1977,481,A/F,0
1978,481,A/F,0
1979,481,A/F,0
1980,481,A/F,0
1981,481,A/F,0
1982,481,A/F,0
1983,481,A/F,0
1984,481,A/F,0
1985,481,A/F,0
1986,481,A/F,0
1987,481,A/F,0
1988,481,A/F,0
1989,481,A/F,0
1990,481,transition,0
1991,481,A/F,0
1992,481,A/F,0
1993,481,A/F,0
1994,481,A/F,0
1995,481,A/F,0
1996,481,A/F,0
1997,481,A/F,0
1998,481,A/F,0
1999,481,A/F,0
2000,481,A/F,0
2001,481,A/F,0
2002,481,A/F,0
2003,481,A/F,0
2004,481,A/F,0
2005,481,A/F,0
2006,481,A/F,0
2007,481,A/F,0
2008,481,A/F,0
2009,481,D/fact,0
2010,481,D/fact,0
2011,481,D/fact,0
2012,481,D/fact,0
2013,481,D/fact,0
2014,481,D/fact,0
2015,481,D/fact,0
2016,481,D/fact,0
2017,481,D/fact,0
2018,481,D/fact,0
2019,481,D/fact,1
2020,481,D/fact,1
2021,481,D/fact,1
2022,481,D/fact,1
2023,481,D/fact,1
2024,481,D/fact,1
2025,481,D/fact,1
1970,482,A/F,0
1971,482,A/F,0
1972,482,A/F,0
1973,482,A/F,0
1974,482,A/F,0
1975,482,A/F,0
1976,482,A/F,0
1977,482,A/F,0
1978,482,A/F,0
1979,482,A/F,0
1980,482,A/F,0
1981,482,A/F,0
1982,482,A/F,0
1983,482,A/F,0
1984,482,A/F,0
1985,482,A/F,0
1986,482,A/F,0
1987,482,A/F,0
1988,482,A/F,0
1989,482,A/F,0
1990,482,A/F,0
1991,482,A/F,0
1992,482,A/F,0
1993,482,D/fact,0
1994,482,D/fact,0
1995,482,D/fact,0
1996,482,D/fact,0
1997,482,D/fact,0
1998,482,D/fact,0
1999,482,D/fact,0
2000,482,D/fact,0
2001,482,D/fact,0
2002,482,D/fact,0
2003,482,A/P,0
2004,482,A/P,0
2005,482,A/P,0
2006,482,A/P,0
2007,482,A/P,0
2008,482,A/P,0
2009,482,A/P,0
2010,482,A/P,0
2011,482,A/P,0
2012,482,A/P,0
2013,482,transition,0
2014,482,transition,0
2015,482,transition,0
2016,482,D/fact,0
2017,482,D/fact,0
2018,482,D/fact,0
2019,482,D/fact,1
2020,482,D/fact,1
2021,482,D/fact,1
2022,482,D/fact,1
2023,482,D/fact,1
2024,482,D/fact,1
2025,482,D/fact,1
1970,483,A/F,0
1971,483,A/F,0
1972,483,A/F,0
1973,483,A/F,0
1974,483,A/F,0
1975,483,A/F,0
1976,483,A/F,0
1977,483,A/F,0
1978,483,transition,0
1979,483,transition,0
1980,483,transition,0
1981,483,transition,0
1982,483,transition,0
1983,483,transition,0
1984,483,transition,0
1985,483,A/F,0
1986,483,A/F,0
1987,483,A/F,0
1988,483,A/F,0
1989,483,A/F,0
1990,483,A/F,0
1991,483,A/F,0
1992,483,A/F,0
1993,483,transition,0
1994,483,transition,0
1995,483,transition,0
1996,483,A/P,0
1997,483,A/P,0
1998,483,A/P,0
1999,483,A/P,0
2000,483,A/P,0
2001,483,A/P,0
2002,483,A/P,0
2003,483,A/P,0
2004,483,A/P,0
2005,483,A/P,0
2006,483,A/P,0
2007,483,A/P,0
2008,483,A/P,0
2009,483,A/P,0
2010,483,A/P,0
2011,483,A/P,0
2012,483,A/P,0
2013,483,A/P,0
2014,483,A/P,0
2015,483,A/P,0
2016,483,A/P,0
2017,483,A/P,0
2018,483,A/P,0
2019,483,A/P,1
2020,483,A/P,1
2021,483,A/P,1
2022,483,A/P,1
2023,483,A/P,1
2024,483,A/P,1
2025,483,A/P,1
1970,484,A/F,0
1971,484,A/F,0
1972,484,A/F,0
1973,484,A/F,0
1974,484,A/F,0
1975,484,A/F,0
1976,484,A/F,0
1977,484,A/F,0
1978,484,A/F,0
1979,484,A/F,0
1980,484,A/F,0
1981,484,A/F,0
1982,484,A/F,0
1983,484,A/F,0
1984,484,A/F,0
1985,484,A/F,0
1986,484,A/F,0
1987,484,A/F,0
1988,484,A/F,0
1989,484,A/F,0
1990,484,A/F,0
1991,484,transition,0
1992,484,D/fact,0
1993,484,D/fact,0
1994,484,D/fact,0
1995,484,D/fact,0
1996,484,D/fact,0
1997,484,A/F,0
1998,484,A/F,0
1999,484,A/F,0
2000,484,A/F,0
2001,484,A/F,0
2002,484,A/F,0
2003,484,A/F,0
2004,484,A/F,0
2005,484,A/F,0
2006,484,A/F,0
2007,484,A/F,0
2008,484,A/F,0
2009,484,A/F,0
2010,484,A/F,0
2011,484,A/F,0
2012,484,A/F,0
2013,484,A/F,0
2014,484,A/F,0
2015,484,A/F,0
2016,484,A/F,0
2017,484,A/F,0
2018,484,A/F,0
2019,484,A/F,1
2020,484,A/F,1
2021,484,A/F,1
2022,484,A/F,1
2023,484,A/F,1
2024,484,A/F,1
2025,484,A/F,1
1970,490,A/F,0
1971,490,A/F,0
1972,490,A/F,0
1973,490,A/F,0
1974,490,A/F,0
1975,490,A/F,0
1976,490,A/F,0
1977,490,A/F,0
1978,490,A/F,0
1979,490,A/F,0
1980,490,A/F,0
1981,490,A/F,0
1982,490,A/F,0
1983,490,A/F,0
1984,490,A/F,0
1985,490,A/F,0
1986,490,A/F,0
1987,490,A/F,0
1988,490,A/F,0
1989,490,A/F,0
1990,490,A/F,0
1991,490,A/F,0
1992,490,transition,0
1993,490,transition,0
1994,490,transition,0
1995,490,transition,0
1996,490,transition,0
1997,490,transition,0
1998,490,transition,0
1999,490,transition,0
2000,490,transition,0
2001,490,transition,0
2002,490,transition,0
2003,490,transition,0
2004,490,transition,0
2005,490,transition,0
2006,490,D/P,0
2007,490,D/P,0
2008,490,D/P,0
2009,490,D/P,0
2010,490,D/P,0
2011,490,D/P,0
2012,490,D/P,0
2013,490,D/P,0
2014,490,D/P,0
2015,490,D/P,0
2016,490,A/P,0
2017,490,A/P,0
2018,490,A/P,0
2019,490,A/P,1
2020,490,A/P,1
2021,490,A/P,1
2022,490,A/P,1
2023,490,A/P,1
2024,490,A/P,1
2025,490,A/P,1
1970,500,A/F,0
1971,500,A/F,0
1972,500,A/F,0
1973,500,A/F,0
1974,500,A/F,0
1975,500,A/F,0
1976,500,A/F,0
1977,500,A/F,0
1978,500,A/F,0
1979,500,transition,0
1980,500,D/fact,0
1981,500,D/fact,0
1982,500,D/fact,0
1983,500,D/fact,0
1984,500,D/fact,0
1985,500,transition,0
1986,500,A/F,0
1987,500,A/F,0
1988,500,A/F,0
1989,500,A/F,0
1990,500,A/F,0
1991,500,A/F,0
1992,500,A/F,0
1993,500,A/F,0
1994,500,A/F,0
1995,500,A/F,0
1996,500,A/F,0
1997,500,A/F,0
1998,500,A/F,0
1999,500,A/F,0
2000,500,A/F,0
2001,500,A/F,0
2002,500,A/F,0
2003,500,A/F,0
2004,500,A/F,0
2005,500,A/P,0
2006,500,A/P,0
2007,500,A/P,0
2008,500,A/P,0
2009,500,A/P,0
2010,500,A/P,0
2011,500,A/P,0
2012,500,A/P,0
2013,500,A/P,0
2014,500,A/P,0
2015,500,A/P,0
2016,500,A/P,0
2017,500,A/P,0
2018,500,A/P,0
2019,500,A/P,1
2020,500,A/P,1
2021,500,A/P,1
2022,500,A/P,1
2023,500,A/P,1
2024,500,A/P,1
2025,500,A/P,1
1970,501,A/F,0
1971,501,A/F,0
1972,501,A/F,0
1973,501,A/F,0
1974,501,A/F,0
1975,501,A/F,0
1976,501,A/F,0
1977,501,A/F,0
1978,501,A/F,0
1979,501,A/F,0
1980,501,A/F,0
1981,501,A/F,0
1982,501,A/F,0
1983,501,A/F,0
1984,501,A/F,0
1985,501,A/F,0
1986,501,A/F,0
1987,501,A/F,0
1988,501,A/F,0
1989,501,A/F,0
1990,501,A/F,0
1991,501,A/F,0
1992,501,A/F,0
1993,501,A/F,0
1994,501,A/F,0
1995,501,A/F,0
1996,501,A/F,0
1997,501,D/P,0
1998,501,D/P,0
1999,501,D/P,0
2000,501,D/P,0
2001,501,D/P,0
2002,501,D/P,0
2003,501,D/P,0
2004,501,D/P,0
2005,501,D/P,0
2006,501,D/P,0
2007,501,D/fact,0
2008,501,D/fact,0
2009,501,D/fact,0
2010,501,D/P,0
2011,501,D/P,0
2012,501,D/P,0
2013,501,D/P,0
2014,501,D/P,0
2015,501,D/P,0
2016,501,D/P,0
2017,501,D/P,0
2018,501,D/P,0
2019,501,D/P,1
2020,501,D/P,1
2021,501,D/P,1
2022,501,D/P,1
2023,501,D/P,1
2024,501,D/P,1
2025,501,D/P,1
1970,510,A/F,0
1971,510,A/F,0
1972,510,A/F,0
1973,510,A/F,0
1974,510,A/F,0
1975,510,A/F,0
1976,510,A/F,0
1977,510,A/F,0
1978,510,A/F,0
