country_text_id,year,years_since_break_poly,years_since_break_libdem,break_in_last_3yr_poly,break_in_last_3yr_libdem
CAN,1994,33,33,0,0
CAN,1995,34,34,0,0
CAN,1996,35,35,0,0
CAN,1997,36,36,0,0
CAN,1998,37,37,0,0
CAN,1999,38,38,0,0
CAN,2000,39,39,0,0
CAN,2001,40,40,0,0
CAN,2002,41,41,0,0
CAN,2003,42,42,0,0
CAN,2004,43,43,0,0
CAN,2005,44,44,0,0
CAN,2006,45,45,0,0
CAN,2007,46,46,0,0
CAN,2008,47,47,0,0
CAN,2009,48,48,0,0
CAN,2010,49,49,0,0
CAN,2011,50,50,0,0
CAN,2012,51,51,0,0
CAN,2013,52,52,0,0
CAN,2014,53,53,0,0
CAN,2015,54,54,0,0
CAN,2016,55,55,0,0
CAN,2017,56,56,0,0
CAN,2018,57,57,0,0
CAN,2019,58,58,0,0
CAN,2020,59,59,0,0
CAN,2021,60,60,0,0
CAN,2022,61,61,0,0
CAN,2023,62,62,0,0
CAN,2024,63,63,0,0
CAN,2025,64,64,0,0
CHE,1798,99,99,0,0
CHE,1799,99,99,0,0
CHE,1800,99,99,0,0
CHE,1801,99,99,0,0
CHE,1802,99,99,0,0
CHE,1803,99,99,0,0
CHE,1804,99,99,0,0
CHE,1805,99,99,0,0
CHE,1806,99,99,0,0
CHE,1807,99,99,0,0
CHE,1808,99,99,0,0
CHE,1809,99,99,0,0
CHE,1810,99,99,0,0
CHE,1811,99,99,0,0
CHE,1812,99,99,0,0
CHE,1813,99,99,0,0
CHE,1814,99,99,0,0
CHE,1815,99,99,0,0
CHE,1816,99,99,0,0
CHE,1817,99,99,0,0
CHE,1818,99,99,0,0
CHE,1819,99,99,0,0
CHE,1820,99,99,0,0
CHE,1821,99,99,0,0
CHE,1822,99,99,0,0
CHE,1823,99,99,0,0
CHE,1824,99,99,0,0
CHE,1825,99,99,0,0
CHE,1826,99,99,0,0
CHE,1827,99,99,0,0
CHE,1828,99,99,0,0
CHE,1829,99,99,0,0
CHE,1830,99,99,0,0
CHE,1831,99,99,0,0
CHE,1832,99,99,0,0
CHE,1833,99,99,0,0
CHE,1834,99,99,0,0
CHE,1835,99,99,0,0
CHE,1836,99,99,0,0
CHE,1837,99,99,0,0
CHE,1838,99,99,0,0
CHE,1839,99,99,0,0
CHE,1840,99,99,0,0
CHE,1841,99,99,0,0
CHE,1842,99,99,0,0
CHE,1843,99,99,0,0
CHE,1844,99,99,0,0
CHE,1845,99,99,0,0
CHE,1846,99,99,0,0
CHE,1847,99,99,0,0
CHE,1848,99,99,0,0
CHE,1849,0,0,1,1
CHE,1850,1,1,1,1
CHE,1851,2,2,1,1
CHE,1852,3,3,0,0
CHE,1853,4,4,0,0
CHE,1854,5,5,0,0
CHE,1855,6,6,0,0
CHE,1856,7,7,0,0
CHE,1857,8,8,0,0
CHE,1858,9,9,0,0
CHE,1859,10,10,0,0
CHE,1860,11,11,0,0
CHE,1861,12,12,0,0
CHE,1862,13,13,0,0
CHE,1863,14,14,0,0
CHE,1864,15,15,0,0
CHE,1865,16,16,0,0
CHE,1866,17,17,0,0
CHE,1867,18,18,0,0
CHE,1868,19,19,0,0
CHE,1869,20,20,0,0
CHE,1870,21,21,0,0
CHE,1871,22,22,0,0
CHE,1872,23,23,0,0
CHE,1873,24,24,0,0
CHE,1874,0,25,1,0
CHE,1875,1,0,1,1
CHE,1876,2,1,1,1
CHE,1877,3,2,0,1
CHE,1878,4,3,0,0
CHE,1879,5,4,0,0
CHE,1880,6,5,0,0
CHE,1881,7,6,0,0
CHE,1882,8,7,0,0
CHE,1883,9,8,0,0
CHE,1884,10,9,0,0
CHE,1885,11,10,0,0
CHE,1886,12,11,0,0
CHE,1887,13,12,0,0
CHE,1888,14,13,0,0
CHE,1889,15,14,0,0
CHE,1890,16,15,0,0
CHE,1891,17,16,0,0
CHE,1892,18,17,0,0
CHE,1893,19,18,0,0
CHE,1894,20,19,0,0
CHE,1895,21,20,0,0
CHE,1896,22,21,0,0
CHE,1897,23,22,0,0
CHE,1898,24,23,0,0
CHE,1899,25,24,0,0
CHE,1900,26,25,0,0
CHE,1901,27,26,0,0
CHE,1902,28,27,0,0
CHE,1903,29,28,0,0
CHE,1904,30,29,0,0
CHE,1905,31,30,0,0
CHE,1906,32,31,0,0
CHE,1907,33,32,0,0
CHE,1908,34,33,0,0
CHE,1909,35,34,0,0
CHE,1910,36,35,0,0
CHE,1911,37,36,0,0
CHE,1912,38,37,0,0
CHE,1913,39,38,0,0
CHE,1914,40,39,0,0
CHE,1915,41,40,0,0
CHE,1916,42,41,0,0
CHE,1917,43,42,0,0
CHE,1918,44,43,0,0
CHE,1919,45,44,0,0
CHE,1920,46,45,0,0
CHE,1921,47,46,0,0
CHE,1922,48,47,0,0
CHE,1923,49,48,0,0
CHE,1924,50,49,0,0
CHE,1925,51,50,0,0
CHE,1926,52,51,0,0
CHE,1927,53,52,0,0
CHE,1928,54,53,0,0
CHE,1929,55,54,0,0
CHE,1930,56,55,0,0
CHE,1931,57,56,0,0
CHE,1932,58,57,0,0
CHE,1933,59,58,0,0
CHE,1934,60,59,0,0
CHE,1935,61,60,0,0
CHE,1936,62,61,0,0
CHE,1937,63,62,0,0
CHE,1938,64,63,0,0
CHE,1939,65,64,0,0
CHE,1940,66,65,0,0
CHE,1941,67,66,0,0
CHE,1942,68,67,0,0
CHE,1943,69,68,0,0
CHE,1944,70,69,0,0
CHE,1945,71,70,0,0
CHE,1946,72,71,0,0
CHE,1947,73,72,0,0
CHE,1948,74,73,0,0
CHE,1949,75,74,0,0
CHE,1950,76,75,0,0
CHE,1951,77,76,0,0
CHE,1952,78,77,0,0
CHE,1953,79,78,0,0
CHE,1954,80,79,0,0
CHE,1955,81,80,0,0
CHE,1956,82,81,0,0
CHE,1957,83,82,0,0
CHE,1958,84,83,0,0
CHE,1959,85,84,0,0
CHE,1960,86,85,0,0
CHE,1961,87,86,0,0
CHE,1962,88,87,0,0
CHE,1963,89,88,0,0
CHE,1964,90,89,0,0
CHE,1965,91,90,0,0
CHE,1966,92,91,0,0
CHE,1967,93,92,0,0
CHE,1968,94,93,0,0
CHE,1969,95,94,0,0
CHE,1970,96,95,0,0
CHE,1971,97,96,0,0
CHE,1972,0,0,1,1
CHE,1973,1,1,1,1
CHE,1974,2,2,1,1
CHE,1975,3,3,0,0
CHE,1976,4,4,0,0
CHE,1977,5,5,0,0
CHE,1978,6,6,0,0
CHE,1979,7,7,0,0
CHE,1980,8,8,0,0
CHE,1981,9,9,0,0
CHE,1982,10,10,0,0
CHE,1983,11,11,0,0
CHE,1984,12,12,0,0
CHE,1985,13,13,0,0
CHE,1986,14,14,0,0
CHE,1987,15,15,0,0
CHE,1988,16,16,0,0
CHE,1989,17,17,0,0
CHE,1990,18,18,0,0
CHE,1991,19,19,0,0
CHE,1992,20,20,0,0
CHE,1993,21,21,0,0
CHE,1994,22,22,0,0
CHE,1995,23,23,0,0
CHE,1996,24,24,0,0
CHE,1997,25,25,0,0
CHE,1998,26,26,0,0
CHE,1999,27,27,0,0
CHE,2000,28,28,0,0
CHE,2001,29,29,0,0
CHE,2002,30,30,0,0
CHE,2003,31,31,0,0
CHE,2004,32,32,0,0
CHE,2005,33,33,0,0
CHE,2006,34,34,0,0
CHE,2007,35,35,0,0
CHE,2008,36,36,0,0
CHE,2009,37,37,0,0
CHE,2010,38,38,0,0
CHE,2011,39,39,0,0
CHE,2012,40,40,0,0
CHE,2013,41,41,0,0
CHE,2014,42,42,0,0
CHE,2015,43,43,0,0
CHE,2016,44,44,0,0
CHE,2017,45,45,0,0
CHE,2018,46,46,0,0
CHE,2019,47,47,0,0
CHE,2020,48,48,0,0
CHE,2021,49,49,0,0
CHE,2022,50,50,0,0
CHE,2023,51,51,0,0
CHE,2024,52,52,0,0
CHE,2025,53,53,0,0
CHL,1789,99,99,0,0
CHL,1790,99,99,0,0
CHL,1791,99,99,0,0
CHL,1792,99,99,0,0
CHL,1793,99,99,0,0
CHL,1794,99,99,0,0
CHL,1795,99,99,0,0
CHL,1796,99,99,0,0
CHL,1797,99,99,0,0
CHL,1798,99,99,0,0
CHL,1799,99,99,0,0
CHL,1800,99,99,0,0
CHL,1801,99,99,0,0
CHL,1802,99,99,0,0
CHL,1803,99,99,0,0
CHL,1804,99,99,0,0
CHL,1805,99,99,0,0
CHL,1806,99,99,0,0
CHL,1807,99,99,0,0
CHL,1808,99,99,0,0
CHL,1809,99,99,0,0
CHL,1810,99,99,0,0
CHL,1811,99,99,0,0
CHL,1812,99,99,0,0
CHL,1813,99,99,0,0
CHL,1814,99,99,0,0
CHL,1815,99,99,0,0
CHL,1816,99,99,0,0
CHL,1817,99,99,0,0
CHL,1818,99,99,0,0
CHL,1822,99,99,0,0
CHL,1823,0,0,1,1
CHL,1824,1,1,1,1
CHL,1825,2,2,1,1
CHL,1826,3,3,0,0
CHL,1827,4,4,0,0
CHL,1828,5,5,0,0
CHL,1829,6,6,0,0
CHL,1830,7,7,0,0
CHL,1831,8,8,0,0
CHL,1832,9,9,0,0
CHL,1833,10,10,0,0
CHL,1834,11,11,0,0
CHL,1835,12,12,0,0
CHL,1836,13,13,0,0
CHL,1837,14,14,0,0
CHL,1838,15,15,0,0
CHL,1839,16,16,0,0
CHL,1840,17,17,0,0
CHL,1841,18,18,0,0
CHL,1842,19,19,0,0
CHL,1843,20,20,0,0
CHL,1844,21,21,0,0
CHL,1845,22,22,0,0
CHL,1846,23,23,0,0
CHL,1847,24,24,0,0
CHL,1848,25,25,0,0
CHL,1849,26,26,0,0
CHL,1850,27,27,0,0
CHL,1851,28,28,0,0
CHL,1852,29,29,0,0
CHL,1853,30,30,0,0
CHL,1854,31,31,0,0
CHL,1855,32,32,0,0
CHL,1856,33,33,0,0
CHL,1857,34,34,0,0
CHL,1858,35,35,0,0
CHL,1859,36,36,0,0
CHL,1860,37,37,0,0
CHL,1861,38,0,0,1
CHL,1862,39,1,0,1
CHL,1863,40,2,0,1
CHL,1864,0,3,1,0
CHL,1865,1,4,1,0
CHL,1866,2,5,1,0
CHL,1867,3,6,0,0
CHL,1868,4,7,0,0
CHL,1869,5,8,0,0
CHL,1870,6,9,0,0
CHL,1871,7,10,0,0
CHL,1872,8,11,0,0
CHL,1873,9,12,0,0
CHL,1874,10,13,0,0
CHL,1875,11,14,0,0
CHL,1876,12,15,0,0
CHL,1877,13,16,0,0
CHL,1878,14,17,0,0
CHL,1879,15,18,0,0
CHL,1880,16,19,0,0
CHL,1881,17,20,0,0
CHL,1882,18,21,0,0
CHL,1883,19,22,0,0
CHL,1884,20,23,0,0
CHL,1885,21,24,0,0
CHL,1886,22,25,0,0
CHL,1887,23,26,0,0
CHL,1888,24,27,0,0
CHL,1889,25,28,0,0
CHL,1890,26,29,0,0
CHL,1891,27,30,0,0
CHL,1892,28,31,0,0
CHL,1893,29,32,0,0
CHL,1894,30,33,0,0
CHL,1895,31,34,0,0
CHL,1896,32,35,0,0
CHL,1897,33,36,0,0
CHL,1898,34,37,0,0
CHL,1899,35,38,0,0
CHL,1900,36,39,0,0
CHL,1901,37,40,0,0
CHL,1902,38,41,0,0
CHL,1903,39,42,0,0
CHL,1904,40,43,0,0
CHL,1905,41,44,0,0
CHL,1906,42,45,0,0
CHL,1907,43,46,0,0
CHL,1908,44,47,0,0
CHL,1909,45,48,0,0
CHL,1910,46,49,0,0
CHL,1911,47,50,0,0
CHL,1912,48,51,0,0
CHL,1913,49,52,0,0
CHL,1914,50,53,0,0
CHL,1915,51,54,0,0
CHL,1916,52,55,0,0
CHL,1917,53,56,0,0
CHL,1918,54,57,0,0
CHL,1919,55,58,0,0
CHL,1920,56,59,0,0
CHL,1921,57,60,0,0
CHL,1922,58,61,0,0
CHL,1923,59,62,0,0
CHL,1924,60,63,0,0
CHL,1925,61,64,0,0
CHL,1926,62,65,0,0
CHL,1927,63,66,0,0
CHL,1928,64,67,0,0
CHL,1929,65,68,0,0
CHL,1930,66,69,0,0
CHL,1931,67,70,0,0
CHL,1932,68,71,0,0
CHL,1933,0,0,1,1
CHL,1934,1,1,1,1
CHL,1935,2,2,1,1
CHL,1936,3,3,0,0
CHL,1937,4,4,0,0
CHL,1938,5,5,0,0
CHL,1939,6,6,0,0
CHL,1940,7,7,0,0
CHL,1941,8,8,0,0
CHL,1942,9,9,0,0
CHL,1943,10,10,0,0
CHL,1944,11,11,0,0
CHL,1945,12,12,0,0
CHL,1946,13,13,0,0
CHL,1947,14,14,0,0
CHL,1948,15,15,0,0
CHL,1949,16,16,0,0
CHL,1950,17,17,0,0
CHL,1951,18,18,0,0
CHL,1952,19,19,0,0
CHL,1953,20,20,0,0
CHL,1954,21,21,0,0
CHL,1955,22,22,0,0
CHL,1956,23,23,0,0
CHL,1957,24,24,0,0
CHL,1958,25,25,0,0
CHL,1959,0,0,1,1
CHL,1960,1,1,1,1
CHL,1961,2,2,1,1
CHL,1962,3,3,0,0
CHL,1963,4,4,0,0
CHL,1964,5,5,0,0
CHL,1965,6,6,0,0
CHL,1966,7,7,0,0
CHL,1967,8,8,0,0
CHL,1968,9,9,0,0
CHL,1969,10,10,0,0
CHL,1970,11,11,0,0
CHL,1971,12,12,0,0
CHL,1972,13,13,0,0
CHL,1973,0,0,1,1
CHL,1974,1,1,1,1
CHL,1975,2,2,1,1
CHL,1976,3,3,0,0
CHL,1977,4,4,0,0
CHL,1978,5,5,0,0
CHL,1979,6,6,0,0
CHL,1980,7,7,0,0
CHL,1981,8,8,0,0
CHL,1982,9,9,0,0
CHL,1983,10,10,0,0
CHL,1984,11,11,0,0
CHL,1985,12,12,0,0
CHL,1986,13,13,0,0
CHL,1987,14,14,0,0
CHL,1988,15,15,0,0
CHL,1989,16,16,0,0
CHL,1990,0,0,1,1
CHL,1991,1,1,1,1
CHL,1992,2,2,1,1
CHL,1993,3,3,0,0
CHL,1994,4,4,0,0
CHL,1995,5,5,0,0
CHL,1996,6,6,0,0
CHL,1997,7,7,0,0
CHL,1998,8,8,0,0
CHL,1999,9,9,0,0
CHL,2000,10,10,0,0
CHL,2001,11,11,0,0
CHL,2002,12,12,0,0
CHL,2003,13,13,0,0
CHL,2004,14,14,0,0
CHL,2005,15,15,0,0
CHL,2006,16,16,0,0
CHL,2007,17,17,0,0
CHL,2008,18,18,0,0
CHL,2009,19,19,0,0
CHL,2010,20,20,0,0
CHL,2011,21,21,0,0
CHL,2012,22,22,0,0
CHL,2013,23,23,0,0
CHL,2014,24,24,0,0
CHL,2015,25,25,0,0
CHL,2016,26,26,0,0
CHL,2017,27,27,0,0
CHL,2018,28,28,0,0
CHL,2019,29,29,0,0
CHL,2020,30,30,0,0
CHL,2021,31,31,0,0
CHL,2022,32,32,0,0
CHL,2023,33,33,0,0
CHL,2024,34,34,0,0
CHL,2025,35,35,0,0
CHN,1789,99,99,0,0
CHN,1790,99,99,0,0
CHN,1791,99,99,0,0
CHN,1792,99,99,0,0
CHN,1793,99,99,0,0
CHN,1794,99,99,0,0
CHN,1795,99,99,0,0
CHN,1796,99,99,0,0
CHN,1797,99,99,0,0
CHN,1798,99,99,0,0
CHN,1799,99,99,0,0
CHN,1800,99,99,0,0
CHN,1801,99,99,0,0
CHN,1802,99,99,0,0
CHN,1803,99,99,0,0
CHN,1804,99,99,0,0
CHN,1805,99,99,0,0
CHN,1806,99,99,0,0
CHN,1807,99,99,0,0
CHN,1808,99,99,0,0
CHN,1809,99,99,0,0
CHN,1810,99,99,0,0
CHN,1811,99,99,0,0
CHN,1812,99,99,0,0
CHN,1813,99,99,0,0
CHN,1814,99,99,0,0
CHN,1815,99,99,0,0
CHN,1816,99,99,0,0
CHN,1817,99,99,0,0
CHN,1818,99,99,0,0
CHN,1819,99,99,0,0
CHN,1820,99,99,0,0
CHN,1821,99,99,0,0
CHN,1822,99,99,0,0
CHN,1823,99,99,0,0
CHN,1824,99,99,0,0
CHN,1825,99,99,0,0
CHN,1826,99,99,0,0
CHN,1827,99,99,0,0
CHN,1828,99,99,0,0
CHN,1829,99,99,0,0
CHN,1830,99,99,0,0
CHN,1831,99,99,0,0
CHN,1832,99,99,0,0
CHN,1833,99,99,0,0
CHN,1834,99,99,0,0
CHN,1835,99,99,0,0
CHN,1836,99,99,0,0
CHN,1837,99,99,0,0
CHN,1838,99,99,0,0
CHN,1839,99,99,0,0
CHN,1840,99,99,0,0
CHN,1841,99,99,0,0
CHN,1842,99,99,0,0
CHN,1843,99,99,0,0
CHN,1844,99,99,0,0
CHN,1845,99,99,0,0
CHN,1846,99,99,0,0
CHN,1847,99,99,0,0
CHN,1848,99,99,0,0
CHN,1849,99,99,0,0
CHN,1850,99,99,0,0
CHN,1851,99,99,0,0
CHN,1852,99,99,0,0
CHN,1853,99,99,0,0
CHN,1854,99,99,0,0
CHN,1855,99,99,0,0
CHN,1856,99,99,0,0
CHN,1857,99,99,0,0
CHN,1858,99,99,0,0
CHN,1859,99,99,0,0
CHN,1860,99,99,0,0
CHN,1861,99,99,0,0
CHN,1862,99,99,0,0
CHN,1863,99,99,0,0
CHN,1864,99,99,0,0
CHN,1865,99,99,0,0
CHN,1866,99,99,0,0
CHN,1867,99,99,0,0
CHN,1868,99,99,0,0
CHN,1869,99,99,0,0
CHN,1870,99,99,0,0
CHN,1871,99,99,0,0
CHN,1872,99,99,0,0
CHN,1873,99,99,0,0
CHN,1874,99,99,0,0
CHN,1875,99,99,0,0
CHN,1876,99,99,0,0
CHN,1877,99,99,0,0
CHN,1878,99,99,0,0
CHN,1879,99,99,0,0
CHN,1880,99,99,0,0
CHN,1881,99,99,0,0
CHN,1882,99,99,0,0
CHN,1883,99,99,0,0
CHN,1884,99,99,0,0
CHN,1885,99,99,0,0
CHN,1886,99,99,0,0
CHN,1887,99,99,0,0
CHN,1888,99,99,0,0
CHN,1889,99,99,0,0
CHN,1890,99,99,0,0
CHN,1891,99,99,0,0
CHN,1892,99,99,0,0
CHN,1893,99,99,0,0
CHN,1894,99,99,0,0
CHN,1895,99,99,0,0
CHN,1896,99,99,0,0
CHN,1897,99,99,0,0
CHN,1898,99,99,0,0
CHN,1899,99,99,0,0
CHN,1900,99,99,0,0
CHN,1901,99,99,0,0
CHN,1902,99,99,0,0
CHN,1903,99,99,0,0
CHN,1904,99,99,0,0
CHN,1905,99,99,0,0
CHN,1906,99,99,0,0
CHN,1907,99,99,0,0
CHN,1908,99,99,0,0
CHN,1909,99,99,0,0
CHN,1910,99,99,0,0
CHN,1911,99,99,0,0
CHN,1912,0,0,1,1
CHN,1913,1,1,1,1
CHN,1914,2,2,1,1
CHN,1915,3,3,0,0
CHN,1916,4,4,0,0
CHN,1917,5,5,0,0
CHN,1918,6,6,0,0
CHN,1919,7,7,0,0
CHN,1920,8,8,0,0
CHN,1921,9,9,0,0
CHN,1922,10,10,0,0
CHN,1923,11,11,0,0
CHN,1924,12,12,0,0
CHN,1925,13,13,0,0
CHN,1926,14,14,0,0
CHN,1927,15,15,0,0
CHN,1928,16,16,0,0
CHN,1929,17,17,0,0
CHN,1930,18,18,0,0
CHN,1931,19,19,0,0
CHN,1932,20,20,0,0
CHN,1933,21,21,0,0
CHN,1934,22,22,0,0
CHN,1935,23,23,0,0
CHN,1936,24,24,0,0
CHN,1937,25,25,0,0
CHN,1938,26,26,0,0
CHN,1939,27,27,0,0
CHN,1940,28,28,0,0
CHN,1941,29,29,0,0
CHN,1942,30,30,0,0
CHN,1943,31,31,0,0
CHN,1944,32,32,0,0
CHN,1945,33,33,0,0
CHN,1946,34,34,0,0
CHN,1947,35,35,0,0
CHN,1948,36,36,0,0
CHN,1949,37,37,0,0
CHN,1950,38,38,0,0
CHN,1951,39,39,0,0
CHN,1952,40,40,0,0
CHN,1953,41,41,0,0
CHN,1954,42,42,0,0
CHN,1955,43,43,0,0
CHN,1956,44,44,0,0
CHN,1957,45,45,0,0
CHN,1958,46,46,0,0
CHN,1959,47,47,0,0
CHN,1960,48,48,0,0
CHN,1961,49,49,0,0
CHN,1962,50,50,0,0
CHN,1963,51,51,0,0
CHN,1964,52,52,0,0
CHN,1965,53,53,0,0
CHN,1966,54,54,0,0
CHN,1967,55,55,0,0
CHN,1968,56,56,0,0
CHN,1969,57,57,0,0
CHN,1970,58,58,0,0
CHN,1971,59,59,0,0
CHN,1972,60,60,0,0
CHN,1973,61,61,0,0
CHN,1974,62,62,0,0
CHN,1975,63,63,0,0
CHN,1976,64,64,0,0
CHN,1977,65,65,0,0
CHN,1978,66,66,0,0
CHN,1979,67,67,0,0
CHN,1980,68,68,0,0
CHN,1981,69,69,0,0
CHN,1982,70,70,0,0
CHN,1983,71,71,0,0
CHN,1984,72,72,0,0
CHN,1985,73,73,0,0
CHN,1986,74,74,0,0
CHN,1987,75,75,0,0
CHN,1988,76,76,0,0
CHN,1989,77,77,0,0
CHN,1990,78,78,0,0
CHN,1991,79,79,0,0
CHN,1992,80,80,0,0
CHN,1993,81,81,0,0
CHN,1994,82,82,0,0
CHN,1995,83,83,0,0
CHN,1996,84,84,0,0
CHN,1997,85,85,0,0
CHN,1998,86,86,0,0
CHN,1999,87,87,0,0
CHN,2000,88,88,0,0
CHN,2001,89,89,0,0
CHN,2002,90,90,0,0
CHN,2003,91,91,0,0
CHN,2004,92,92,0,0
CHN,2005,93,93,0,0
CHN,2006,94,94,0,0
CHN,2007,95,95,0,0
CHN,2008,96,96,0,0
CHN,2009,97,97,0,0
CHN,2010,98,98,0,0
CHN,2011,99,99,0,0
CHN,2012,100,100,0,0
CHN,2013,101,101,0,0
CHN,2014,102,102,0,0
CHN,2015,103,103,0,0
CHN,2016,104,104,0,0
CHN,2017,105,105,0,0
CHN,2018,106,106,0,0
CHN,2019,107,107,0,0
CHN,2020,108,108,0,0
CHN,2021,109,109,0,0
CHN,2022,110,110,0,0
CHN,2023,111,111,0,0
CHN,2024,112,112,0,0
CHN,2025,113,113,0,0
CIV,1900,99,99,0,0
CIV,1901,99,99,0,0
CIV,1902,99,99,0,0
CIV,1903,99,99,0,0
CIV,1904,99,99,0,0
CIV,1905,99,99,0,0
CIV,1906,99,99,0,0
CIV,1907,99,99,0,0
CIV,1908,99,99,0,0
CIV,1909,99,99,0,0
CIV,1910,99,99,0,0
CIV,1911,99,99,0,0
CIV,1912,99,99,0,0
CIV,1913,99,99,0,0
CIV,1914,99,99,0,0
CIV,1915,99,99,0,0
CIV,1916,99,99,0,0
CIV,1917,99,99,0,0
CIV,1918,99,99,0,0
CIV,1919,99,99,0,0
CIV,1920,99,99,0,0
CIV,1921,99,99,0,0
CIV,1922,99,99,0,0
CIV,1923,99,99,0,0
CIV,1924,99,99,0,0
CIV,1925,99,99,0,0
CIV,1926,99,99,0,0
CIV,1927,99,99,0,0
CIV,1928,99,99,0,0
CIV,1929,99,99,0,0
CIV,1930,99,99,0,0
CIV,1931,99,99,0,0
CIV,1932,99,99,0,0
CIV,1933,99,99,0,0
CIV,1934,99,99,0,0
CIV,1935,99,99,0,0
CIV,1936,99,99,0,0
CIV,1937,99,99,0,0
CIV,1938,99,99,0,0
CIV,1939,99,99,0,0
CIV,1940,99,99,0,0
CIV,1941,99,99,0,0
CIV,1942,99,99,0,0
CIV,1943,99,99,0,0
CIV,1944,99,99,0,0
CIV,1945,99,99,0,0
CIV,1946,99,99,0,0
CIV,1947,0,99,1,0
CIV,1948,1,99,1,0
CIV,1949,2,99,1,0
CIV,1950,3,99,0,0
CIV,1951,4,99,0,0
CIV,1952,5,99,0,0
CIV,1953,6,99,0,0
CIV,1954,7,99,0,0
CIV,1955,8,99,0,0
CIV,1956,9,99,0,0
CIV,1957,10,99,0,0
CIV,1958,11,99,0,0
CIV,1959,12,99,0,0
CIV,1960,13,0,0,1
CIV,1961,14,1,0,1
CIV,1962,15,2,0,1
CIV,1963,16,3,0,0
CIV,1964,17,4,0,0
CIV,1965,18,5,0,0
CIV,1966,19,6,0,0
CIV,1967,20,7,0,0
CIV,1968,21,8,0,0
CIV,1969,22,9,0,0
CIV,1970,23,10,0,0
CIV,1971,24,11,0,0
CIV,1972,25,12,0,0
CIV,1973,26,13,0,0
CIV,1974,27,14,0,0
CIV,1975,28,15,0,0
CIV,1976,29,16,0,0
CIV,1977,30,17,0,0
CIV,1978,31,18,0,0
CIV,1979,32,19,0,0
CIV,1980,33,20,0,0
CIV,1981,34,21,0,0
CIV,1982,35,22,0,0
CIV,1983,36,23,0,0
CIV,1984,37,24,0,0
CIV,1985,38,25,0,0
CIV,1986,39,26,0,0
CIV,1987,40,27,0,0
CIV,1988,41,28,0,0
CIV,1989,42,29,0,0
CIV,1990,0,30,1,0
CIV,1991,1,31,1,0
CIV,1992,2,32,1,0
CIV,1993,3,33,0,0
CIV,1994,4,34,0,0
CIV,1995,5,35,0,0
CIV,1996,6,0,0,1
CIV,1997,7,1,0,1
CIV,1998,8,2,0,1
CIV,1999,9,3,0,0
CIV,2000,10,4,0,0
CIV,2001,0,5,1,0
CIV,2002,1,6,1,0
CIV,2003,2,7,1,0
CIV,2004,3,8,0,0
CIV,2005,4,9,0,0
CIV,2006,5,10,0,0
CIV,2007,6,11,0,0
CIV,2008,7,12,0,0
CIV,2009,8,13,0,0
CIV,2010,9,14,0,0
CIV,2011,10,15,0,0
CIV,2012,11,16,0,0
CIV,2013,12,17,0,0
CIV,2014,13,18,0,0
CIV,2015,14,19,0,0
CIV,2016,15,20,0,0
CIV,2017,16,21,0,0
CIV,2018,17,22,0,0
CIV,2019,18,23,0,0
CIV,2020,19,24,0,0
CIV,2021,20,25,0,0
CIV,2022,21,26,0,0
CIV,2023,22,27,0,0
CIV,2024,23,28,0,0
CIV,2025,24,29,0,0
CMR,1961,99,99,0,0
CMR,1962,99,99,0,0
CMR,1963,99,99,0,0
CMR,1964,99,99,0,0
CMR,1965,99,99,0,0
CMR,1966,99,99,0,0
CMR,1967,99,99,0,0
CMR,1968,99,99,0,0
CMR,1969,99,99,0,0
CMR,1970,99,99,0,0
CMR,1971,99,99,0,0
CMR,1972,99,99,0,0
CMR,1973,99,99,0,0
CMR,1974,99,99,0,0
CMR,1975,99,99,0,0
CMR,1976,99,99,0,0
CMR,1977,99,99,0,0
CMR,1978,99,99,0,0
CMR,1979,99,99,0,0
CMR,1980,99,99,0,0
CMR,1981,99,99,0,0
CMR,1982,99,99,0,0
CMR,1983,99,99,0,0
CMR,1984,99,99,0,0
CMR,1985,99,99,0,0
CMR,1986,99,99,0,0
CMR,1987,99,99,0,0
CMR,1988,99,99,0,0
CMR,1989,99,99,0,0
CMR,1990,0,0,1,1
CMR,1991,1,1,1,1
CMR,1992,2,2,1,1
CMR,1993,3,3,0,0
CMR,1994,4,4,0,0
CMR,1995,5,5,0,0
CMR,1996,6,6,0,0
CMR,1997,7,7,0,0
CMR,1998,8,8,0,0
CMR,1999,9,9,0,0
CMR,2000,10,10,0,0
CMR,2001,11,11,0,0
CMR,2002,12,12,0,0
CMR,2003,13,13,0,0
CMR,2004,14,14,0,0
CMR,2005,15,15,0,0
CMR,2006,16,16,0,0
CMR,2007,17,17,0,0
CMR,2008,18,18,0,0
CMR,2009,19,19,0,0
CMR,2010,20,20,0,0
CMR,2011,21,21,0,0
CMR,2012,22,22,0,0
CMR,2013,23,23,0,0
CMR,2014,24,24,0,0
CMR,2015,25,25,0,0
CMR,2016,26,26,0,0
CMR,2017,27,27,0,0
CMR,2018,28,28,0,0
CMR,2019,29,29,0,0
CMR,2020,30,30,0,0
CMR,2021,31,31,0,0
CMR,2022,32,32,0,0
CMR,2023,33,33,0,0
CMR,2024,34,34,0,0
CMR,2025,35,35,0,0
COD,1900,99,99,0,0
COD,1901,99,99,0,0
COD,1902,99,99,0,0
COD,1903,99,99,0,0
COD,1904,99,99,0,0
COD,1905,99,99,0,0
COD,1906,99,99,0,0
COD,1907,99,99,0,0
