country_text_id,year,nscm_resid_full_0,nscm_resid_domestic_0,nscm_resid_truedom_0,nscm_resid_full_1,nscm_resid_domestic_1,nscm_resid_truedom_1,nscm_resid_full_2,nscm_resid_domestic_2,nscm_resid_truedom_2,nscm_resid_full_3,nscm_resid_domestic_3,nscm_resid_truedom_3,nscm_resid_full_4,nscm_resid_domestic_4,nscm_resid_truedom_4
CYP,2012,-0.086670294,-0.41027611,-0.18968332,0.08864772,0.42346787,0.19037437,-0.0019721484,-0.013063351,-0.00068754103,-3.889002e-06,-8.078057e-05,-1.7707594e-06,-1.4217898e-06,-4.7612517e-05,-1.7697278e-06
DEU,2012,2.9444695e-05,0.0014132261,3.170967e-05,-2.9251521e-05,-0.0013960865,-3.1667754e-05,-1.3144984e-07,-1.5154534e-05,-4.409192e-09,-7.217822e-09,-1.8735476e-07,-8.305944e-10,-9.487906e-08,-1.8611076e-06,-2.1335316e-08
DJI,2012,-8.179663e-09,-6.277187e-06,-9.068494e-10,-2.0484822e-05,-0.00059578277,-3.4465882e-06,-0.14966887,-0.4031322,-0.33145225,0.1500557,0.4107232,0.33241868,-0.00036645212,-0.0069889505,-0.00096303585
DNK,2012,1.3113022e-06,0.00018125772,1.5497208e-06,-1.1712034e-06,-0.00016540976,-1.5419877e-06,-1.666366e-08,-5.9726126e-06,-9.010048e-10,-4.622885e-09,-3.4348088e-07,-2.690386e-09,-1.208018e-07,-9.536601e-06,-4.160505e-08
ECU,2012,-4.280841e-05,-0.003572521,-3.0268568e-05,-0.19980991,-0.33904466,-0.23149209,0.20059371,0.36373508,0.23525053,-0.00073820254,-0.020332437,-0.00368737,-2.817259e-06,-0.00078554545,-4.0764462e-05
EGY,2012,-2.6158116e-07,-0.00021822998,-3.016148e-07,-0.0041609686,-0.029813457,-0.004483034,0.04179293,0.18392622,0.05947584,-0.037619926,-0.15314297,-0.054970156,-1.1719795e-05,-0.00075157447,-2.2371036e-05
ESP,2012,0.0011097789,0.028226197,0.0023651123,-0.0011065219,-0.02794209,-0.0023629921,-2.7638032e-06,-0.0002646921,-1.5305448e-06,-5.489255e-08,-2.884129e-06,-4.015846e-08,-4.2130247e-07,-1.6583663e-05,-4.235433e-07
ETH,2012,-6.698905e-08,-1.41362225e-05,-1.1369422e-08,-0.0001297617,-0.001083804,-1.8220679e-05,0.20133764,0.25545,0.37142295,-0.20102893,-0.25104213,-0.3697205,-0.00017881753,-0.003309973,-0.0016841803
FIN,2012,7.6532364e-05,0.0026342273,9.739399e-05,-7.5655975e-05,-0.0025717076,-9.728849e-05,-4.6059526e-07,-5.2007967e-05,-2.6061246e-08,-2.5985948e-08,-9.959988e-07,-5.381172e-09,-3.2170527e-07,-9.601232e-06,-8.4506766e-08
FJI,2012,-2.0227002e-05,-0.003604797,-8.743174e-07,-3.0134495e-05,-0.00018800463,-1.694321e-05,-0.24128076,-0.15133427,-0.104920916,0.2499327,0.2088955,0.11822629,-0.008601591,-0.05376846,-0.0132876
FRA,2012,0.0075075626,0.024257958,0.027427554,-0.0074716797,-0.023706878,-0.027420327,-3.2528696e-05,-0.00051682186,-6.323115e-06,-6.7935105e-07,-5.8711553e-06,-1.0573959e-07,-2.7389392e-06,-2.8377857e-05,-6.6201045e-07
GAB,2012,-4.143036e-07,-8.2396524e-05,-3.7792634e-07,-0.41374004,-0.57258725,-0.29140547,0.4138031,0.5728903,0.29146582,-6.272375e-05,-0.00022012822,-5.9822276e-05,-2.7262043e-08,-4.7879746e-07,-1.7486697e-07
GBR,2012,0.00015807152,0.0020032525,0.00022739172,-0.00015162684,-0.0017800803,-0.00022663875,-5.000835e-06,-0.00020250806,-3.3199666e-07,-2.2301657e-07,-3.9079855e-06,-6.2253264e-08,-1.1492787e-06,-1.6784272e-05,-3.9501907e-07
GEO,2012,-0.00037906904,-0.016761059,-0.0008836728,-0.11272285,-0.17784181,-0.30957487,0.11689538,0.26974273,0.31514657,-0.00369072,-0.056297615,-0.004207585,-0.00010273815,-0.01884225,-0.00048044522
GHA,2012,-1.1113566e-05,-0.0005765624,-2.0347694e-05,0.00027757883,0.0028160214,8.9883804e-05,-0.0002664039,-0.002238812,-6.956059e-05,-2.7032533e-08,-5.360414e-07,-1.1609731e-09,-3.442277e-10,-7.546342e-09,-4.88359e-10
GIN,2012,-1.4141179e-08,-3.445058e-05,-1.2657093e-08,-0.0042523113,-0.06537932,-0.004460297,0.006865442,0.080004215,0.008770168,-0.0026128443,-0.014573527,-0.0043092337,-1.9280657e-07,-1.6938186e-05,-6.705747e-07
GMB,2012,-3.1834027e-08,-2.0651167e-05,-5.702406e-09,-1.6302387e-05,-0.000502908,-3.5326557e-06,-0.046979837,-0.18022646,-0.14382312,0.04861951,0.22438234,0.14950293,-0.0016233001,-0.043632317,-0.0056762593
GNB,2012,-8.03337e-08,-0.00014874741,-1.2358336e-07,-0.008989832,-0.05583248,-0.013084903,0.009706736,0.0637418,0.014287174,-0.0007166265,-0.007750096,-0.0012013875,-1.4497735e-07,-1.04298915e-05,-7.5841797e-07
GNQ,2012,-1.5922201e-11,-9.1723244e-08,-5.938487e-13,-2.414539e-09,-1.4991598e-06,-2.6065283e-10,-0.0001198958,-0.010078254,-0.0012999948,0.005707741,0.07491726,0.0072275996,-0.0055879094,-0.06483738,-0.0059275893
GRC,2012,0.34120107,0.39135802,0.08683729,-0.3406213,-0.38761267,-0.086781494,-0.0005763434,-0.0037297825,-5.421406e-05,-1.5754712e-06,-7.5412254e-06,-1.7392578e-07,-1.8277947e-06,-7.99641e-06,-1.4517534e-06
GTM,2012,-6.273687e-07,-0.00041608067,-5.3155526e-07,0.02205342,0.13122165,0.03299749,-0.022052202,-0.13073939,-0.032995034,-6.305339e-07,-6.606277e-05,-1.923293e-06,-7.342574e-10,-1.3502384e-07,-4.3235455e-09
GUY,2012,-7.20236e-05,-0.005164549,-6.0953764e-05,0.12398547,0.4297105,0.30209494,-0.12388909,-0.4225397,-0.30177256,-2.4139128e-05,-0.0019652424,-0.0002570179,-2.340555e-07,-4.0948467e-05,-4.298962e-06
HRV,2012,-0.1369481,-0.30589613,-0.17117286,0.13928431,0.31677526,0.17229551,-0.0023270166,-0.010736898,-0.0011151849,-6.2309928e-06,-7.808471e-05,-2.8660563e-06,-3.0056665e-06,-6.420054e-05,-4.6166056e-06
HTI,2012,-3.2523258e-07,-0.00028997773,-1.7110041e-07,0.24988389,0.48717904,0.47773483,-0.24987592,-0.48664984,-0.47769466,-7.703278e-06,-0.00023903484,-4.0012692e-05,-2.8734592e-09,-1.713267e-07,-1.3134428e-08
HUN,2012,-0.24479549,-0.5009882,-0.15465935,0.42867762,0.7415023,0.3395499,-0.18082179,-0.16451168,-0.18008204,-0.0020676292,-0.020056278,-0.003397229,-0.0009926992,-0.055946175,-0.0014113106
IDN,2012,-3.6180884e-06,-0.00095945544,-5.5467344e-06,0.0043334365,0.022532046,0.00087559223,-0.004329308,-0.02156345,-0.0008701039,-4.5542907e-07,-9.093722e-06,-2.0723448e-08,-2.5443552e-09,-8.719822e-08,-1.352152e-09
IND,2012,-6.507427e-05,-0.008101382,-0.0004980056,0.008895457,0.046875834,0.006195724,-0.008828562,-0.03875012,-0.0056965095,-1.7533647e-06,-2.381182e-05,-9.075889e-07,-2.7439022e-08,-4.2635864e-07,-1.8288702e-07
IRL,2012,0.00030362606,0.003848374,0.0012528896,-0.00029894305,-0.0036410138,-0.0012513271,-3.232779e-06,-0.00016479366,-9.124646e-07,-1.6566837e-07,-5.4441816e-06,-1.2942266e-07,-1.2697639e-06,-3.7067206e-05,-5.053946e-07
IRN,2012,-2.4487727e-08,-8.156804e-06,-1.5079175e-09,-1.970972e-06,-4.94244e-05,-1.01842794e-07,-0.0154215675,-0.06324731,-0.027635852,0.045226514,0.22971696,0.12186301,-0.029802963,-0.16641212,-0.09422703
IRQ,2012,-2.7899378e-07,-8.8649496e-05,-1.5321991e-07,-0.063222006,-0.09590841,-0.05476452,0.06336498,0.097450554,0.05489266,-0.00014258521,-0.001452114,-0.0001277251,-1.0203879e-07,-1.4188863e-06,-1.5901868e-07
ISL,2012,0.00024700165,0.0047655106,0.0017119646,-0.00024071829,-0.0044168476,-0.001703091,-3.6183078e-06,-0.00024268003,-5.920418e-06,-2.3235738e-07,-8.693988e-06,-7.462305e-07,-2.4842172e-06,-9.742383e-05,-2.1936783e-06
ISR,2012,0.04157728,0.1264844,0.048817933,-0.04059902,-0.110175245,-0.048574947,-0.00096970715,-0.016218409,-0.0002350229,-3.6084316e-06,-5.9548358e-05,-2.030485e-06,-4.9735845e-06,-3.1224194e-05,-5.8919663e-06
ITA,2012,0.0004555583,0.009085417,0.0005711913,-0.00045456932,-0.008970562,-0.000570953,-6.46291e-07,-7.910278e-05,-7.182174e-08,-4.2170768e-08,-4.0646632e-06,-1.46386645e-08,-3.5832574e-07,-3.1707128e-05,-1.3476674e-07
JAM,2012,-0.14499187,-0.2584114,-0.15952434,0.14816666,0.2868508,0.16625857,-0.0031705434,-0.02831861,-0.0067122877,-3.0788456e-06,-9.1979135e-05,-9.793766e-06,-1.1654961e-06,-2.87434e-05,-1.2118186e-05
JOR,2012,-9.080124e-06,-0.0009394885,-1.0256479e-06,-0.0059501086,-0.012981895,-0.0012245429,0.013892353,0.1135329,0.01878649,-0.007878237,-0.09603152,-0.017391307,-5.4896853e-05,-0.0035799758,-0.00016965688
JPN,2012,0.0019401908,0.01216054,0.0006224513,-0.001901954,-0.0114324605,-0.0006179301,-3.1742977e-05,-0.00062996923,-2.5223685e-06,-9.161374e-07,-1.4291875e-05,-2.9280434e-07,-5.539715e-06,-8.37884e-05,-1.7384779e-06
KAZ,2012,-1.3270932e-08,-3.5813587e-06,-8.3803114e-10,-8.4170193e-07,-8.489818e-05,-1.3879159e-07,-0.012379033,-0.11134778,-0.029315678,0.06468469,0.30474913,0.13040757,-0.05230475,-0.19331281,-0.10109185
KEN,2012,-2.7001488e-06,-0.0005054143,-2.8219163e-06,0.002916813,0.017508984,0.008218169,-0.0029137507,-0.016994018,-0.008214898,-3.4024512e-07,-9.458118e-06,-4.202949e-07,-1.1021318e-09,-6.331908e-08,-4.2330335e-09
KGZ,2012,-3.0157291e-06,-0.00042093903,-5.9863446e-06,-0.1854934,-0.38656953,-0.14130537,0.18578255,0.38984412,0.14290786,-0.0002855953,-0.0028187907,-0.0015814557,-5.604534e-07,-3.4875826e-05,-1.50906e-05
KHM,2012,-1.9523137e-08,-8.491432e-06,-1.8777124e-08,-0.0006083415,-0.00386845,-0.00019814639,0.016034901,0.052723944,0.045996666,-0.015419843,-0.04863127,-0.045694817,-6.678619e-06,-0.00021575464,-0.00010369826
KOR,2012,-0.21589932,-0.6062029,-0.19223048,0.21952188,0.6264435,0.19465268,-0.0036005133,-0.019520925,-0.0024013058,-1.3341985e-05,-0.0002805898,-1.18141525e-05,-8.742014e-06,-0.00043911833,-9.089655e-06
LAO,2012,-3.4119787e-11,-9.220939e-08,-7.530649e-13,-4.176331e-11,-9.301062e-08,-4.223626e-13,-1.4098715e-07,-0.00028333548,-1.4429762e-06,-0.0025342647,-0.059382223,-0.0034580342,0.0025343895,0.05966586,0.0034595132
LBN,2012,-1.6694055e-05,-0.0018799057,-9.829576e-06,0.4220475,0.6266494,0.31270564,-0.42195967,-0.62411785,-0.31267416,-7.087565e-05,-0.0006492832,-2.1327955e-05,-2.6421856e-07,-2.311611e-06,-2.444861e-07
LBR,2012,-1.2299565e-06,-0.00034852538,-8.981748e-07,0.0024533868,0.0124896765,0.008082926,-0.0024519246,-0.01213767,-0.008081669,-2.2208759e-07,-3.374984e-06,-3.8624012e-07,-4.4527318e-10,-1.5156969e-08,-1.6908407e-09
LKA,2012,-3.3010858e-07,-0.00013764831,-4.7563972e-07,-0.0035784054,-0.022810152,-0.0027839919,0.015549183,0.113167405,0.022399545,-0.011950274,-0.08718499,-0.019513573,-2.016274e-05,-0.0030346364,-0.00010144627
LSO,2012,-0.00010077599,-0.006539103,-0.00036785318,0.03398025,0.17095268,0.12044126,-0.033869263,-0.16415074,-0.120013855,-9.980439e-06,-0.00025765694,-5.4667835e-05,-1.2048677e-07,-5.1877905e-06,-4.901695e-06
LTU,2012,0.013417542,0.105870545,0.019374669,-0.0133827375,-0.10468263,-0.019306159,-3.0526506e-05,-0.00085337565,-5.715491e-05,-7.93169e-07,-3.2864296e-05,-2.772893e-06,-3.5483422e-06,-0.00030171796,-8.567298e-06
LUX,2012,1.3589859e-05,0.00030112267,6.699562e-05,-1.0089508e-05,-0.0002204313,-6.5133434e-05,-1.2728253e-06,-6.320222e-05,-3.079688e-07,-1.8393797e-07,-1.6933835e-06,-4.991701e-07,-2.0692885e-06,-1.5813835e-05,-9.104362e-07
LVA,2012,0.0030519366,0.03725654,0.0084891915,-0.003008443,-0.033019695,-0.008392782,-2.3639608e-05,-0.0007855206,-5.7192796e-05,-2.8865118e-06,-0.00035469607,-1.812846e-05,-1.7049313e-05,-0.0030966748,-2.1022845e-05
MAR,2012,-3.0486608e-06,-0.000604806,-1.372234e-06,-0.014724269,-0.038550623,-0.0079481425,0.018066287,0.083325505,0.014723778,-0.003328576,-0.04315788,-0.006733169,-1.0415551e-05,-0.00101221,-4.1141746e-05
MDA,2012,-0.00021752418,-0.0137031125,-0.00054900144,0.01581031,0.067634225,0.0067124963,-0.015586945,-0.05377734,-0.0061606746,-5.7653315e-06,-0.00014249857,-2.4207582e-06,-1.7324595e-07,-1.1233968e-05,-5.4165764e-07
MDV,2012,-1.180642e-06,-0.00053489424,-3.8980097e-06,-0.058535017,-0.18723609,-0.10827883,0.059676826,0.20049453,0.11012399,-0.0011393095,-0.012516509,-0.001834065,-1.3249893e-06,-0.00020704104,-7.116621e-06
MEX,2012,-4.6541263e-06,-0.001496977,-3.0696322e-06,0.009857416,0.05533135,0.00663656,-0.0098523805,-0.053812884,-0.006633312,-4.075019e-07,-2.124137e-05,-2.3236198e-07,-1.7203269e-09,-1.4469573e-07,-4.3367523e-09
MKD,2012,-2.0440515e-05,-0.0037580715,-3.418169e-05,-0.027207546,-0.12953939,-0.06784588,0.030730247,0.20204628,0.072806716,-0.0034715016,-0.05988529,-0.004770095,-3.0799474e-05,-0.00886352,-0.00015656227
MLI,2012,-6.88323e-07,-0.00021509254,-6.5061647e-07,0.007591307,0.039870024,0.0013961792,-0.007590076,-0.039646402,-0.0013955772,-5.5046513e-07,-8.483305e-06,-3.908008e-08,-5.4168164e-10,-1.4536936e-08,-4.0363513e-10
MMR,2012,-1.4111606e-07,-8.1201775e-05,-6.235417e-08,-0.0006618754,-0.0026209082,-0.00028777175,-0.18487656,-0.060725987,-0.22704703,0.18568389,0.06605673,0.22749573,-0.00014537497,-0.002628565,-0.00016085041
MNG,2012,-0.00010278289,-0.008971023,-0.0002901926,0.0049927235,0.046060503,0.0035330057,-0.0048888684,-0.037054256,-0.003242453,-9.39372e-07,-3.3452325e-05,-2.8260774e-07,-2.8294224e-08,-1.7909726e-06,-1.0233364e-07
MOZ,2012,-3.2323128e-06,-0.00066007033,-7.160287e-06,0.61876976,0.50446105,0.42668545,-0.6182849,-0.49984527,-0.4262786,-0.00048119162,-0.0039273296,-0.00039768606,-4.3050798e-07,-2.836712e-05,-1.9980246e-06
MUS,2012,-0.020698048,-0.15296854,-0.10214893,0.024842858,0.17695689,0.114801526,-0.0041392446,-0.023904549,-0.01261009,-4.7681965e-06,-6.188398e-05,-2.1140593e-05,-8.479644e-07,-2.1851727e-05,-2.1440585e-05
MWI,2012,-4.3443474e-06,-0.0008354535,-5.817273e-06,0.038612127,0.13498002,0.053516805,-0.038598686,-0.1339369,-0.05349891,-9.099471e-06,-0.00020656377,-1.1959617e-05,-1.7165723e-08,-1.1163818e-06,-8.4082075e-08
MYS,2012,-2.635296e-06,-0.000505716,-2.2013742e-06,-0.0016230487,-0.0057562073,-0.00074518065,0.01998061,0.08403456,0.025596619,-0.018155135,-0.07070296,-0.023766989,-0.00019983918,-0.007069652,-0.0010822703
NAM,2012,-0.00016284069,-0.010975433,-0.00028533372,0.020740986,0.10990703,0.044771254,-0.020565556,-0.09852325,-0.044465188,-1.2417914e-05,-0.0003844787,-1.9090225e-05,-1.9970645e-07,-2.3904835e-05,-1.5536554e-06
NER,2012,-2.178942e-05,-0.0016473657,-8.450944e-05,0.001704216,0.012907743,0.0006904006,-0.0016817912,-0.011249587,-0.00060545444,-6.0369246e-07,-1.0580018e-05,-3.5855828e-07,-5.0081423e-09,-1.560768e-07,-3.2885357e-08
NGA,2012,-2.0222888e-07,-8.331291e-05,-1.3188743e-07,0.004071176,0.016747594,0.0012703538,-0.0040707854,-0.01666258,-0.00127015,-1.4779502e-07,-1.5860603e-06,-9.07245e-09,-1.1578596e-10,-2.3270867e-09,-6.269989e-11
NIC,2012,-6.0417925e-08,-6.904706e-05,-2.863148e-08,-0.0017974464,-0.025366945,-0.0011769425,0.003297329,0.07458776,0.02558577,-0.0014992597,-0.048830606,-0.02438826,-5.398956e-07,-0.00032110186,-2.0512396e-05
NLD,2012,1.13248825e-05,0.0008966923,3.182888e-05,-1.048373e-05,-0.00076843315,-3.100141e-05,-2.761095e-07,-9.3503804e-05,-5.08344e-08,-3.7259106e-08,-2.921959e-06,-6.3692326e-08,-5.5619427e-07,-3.191526e-05,-7.4859867e-07
NOR,2012,3.5762787e-06,0.0002195239,2.6226044e-06,-3.0279512e-06,-0.00019113552,-2.5428576e-06,-1.5132007e-07,-2.1735847e-05,-3.3542948e-09,-2.223227e-08,-4.673509e-07,-1.0924822e-08,-3.9658886e-07,-6.1678943e-06,-1.168399e-07
NPL,2012,-3.351188e-05,-0.006663846,-0.00013566659,0.05136609,0.14119631,0.017821372,-0.05132247,-0.13446185,-0.017683918,-1.0039124e-05,-7.001853e-05,-1.6071949e-06,-5.2824117e-08,-6.16938e-07,-1.701443e-07
NZL,2012,4.9591064e-05,0.0015457869,3.9219856e-05,-4.4964687e-05,-0.0012746648,-3.8446582e-05,-1.2606209e-06,-9.065513e-05,-7.1376654e-08,-3.057763e-07,-1.0054567e-05,-8.454344e-08,-2.945471e-06,-0.00017028277,-6.555832e-07
PAK,2012,-4.2565165e-07,-0.00019180388,-1.137671e-06,0.4225794,0.3452983,0.1727165,-0.42253944,-0.3449547,-0.1727033,-3.952788e-05,-0.00015157618,-1.1934881e-05,-2.3612643e-08,-2.2102473e-07,-4.4772747e-08
PHL,2012,-3.858263e-06,-0.0016400829,-4.9303335e-06,0.006365061,0.03115195,0.0006984472,-0.006359526,-0.029467087,-0.000693446,-1.6770489e-06,-4.427641e-05,-4.6508205e-08,-5.5475033e-09,-4.9532446e-07,-1.4238949e-09
PNG,2012,-2.7041879e-06,-0.0021290497,-2.6254763e-06,-0.28773332,-0.44199917,-0.18638578,0.28782916,0.44450122,0.18670005,-9.29398e-05,-0.00037211896,-0.0003110848,-1.10253076e-07,-7.985977e-07,-5.236245e-07
POL,2012,0.083245695,0.2513016,0.0680694,-0.08318216,-0.25054842,-0.068041414,-6.211304e-05,-0.0007419769,-2.6687534e-05,-4.5042236e-07,-3.366385e-06,-1.5984507e-07,-9.3180455e-07,-7.838928e-06,-1.1733106e-06
PRK,2012,-7.8786905e-15,-4.780277e-10,-3.3159414e-17,-4.626346e-15,-2.285122e-10,-2.9007553e-18,-6.446931e-11,-3.2322002e-06,-7.302674e-10,-5.8607468e-05,-0.007986254,-6.028564e-05,5.865097e-05,0.007989407,6.03199e-05
PRT,2012,0.041386783,0.1992104,0.023036957,-0.04136382,-0.1986354,-0.023033835,-2.232835e-05,-0.00056118675,-2.777105e-06,-1.7812343e-07,-3.2663445e-06,-2.1948553e-08,-5.018559e-07,-1.0556264e-05,-2.9143362e-07
PRY,2012,-2.74361e-06,-0.0008789994,-2.359998e-06,0.0065773726,0.038887262,0.019717395,-0.006574411,-0.037984505,-0.019712979,-2.8580538e-07,-2.3568266e-05,-1.9440827e-06,-9.626812e-10,-1.4809643e-07,-1.1170135e-08
ROU,2012,-0.00094209367,-0.029770672,-0.0006918996,0.008844018,0.07634908,0.0029358268,-0.007897477,-0.046439398,-0.0022428292,-4.216004e-06,-0.00012497009,-8.433021e-07,-2.4284597e-07,-1.4026886e-05,-3.0658873e-07
RUS,2012,-2.991899e-07,-6.166861e-05,-9.764553e-09,-0.00019157935,-0.0023504049,-1.0275287e-05,0.32433492,0.30458802,0.59998024,-0.3225015,-0.28278035,-0.5939296,-0.0016414797,-0.019395618,-0.006040405
RWA,2012,-2.6367195e-08,-5.3126596e-06,-3.9208867e-09,-1.7668518e-06,-0.00016736392,-5.2536205e-07,-0.007985544,-0.09665921,-0.035472885,0.04287702,0.29236686,0.113348305,-0.03488968,-0.19553497,-0.077874824
SDN,2012,-3.451327e-10,-5.9555975e-07,-8.715517e-12,-8.8976356e-07,-5.653524e-05,-4.729912e-08,-0.017780375,-0.14612293,-0.03751774,0.018103302,0.15065914,0.037816823,-0.0003219415,-0.004479094,-0.0002990136
SEN,2012,-2.5574624e-05,-0.0015203555,-3.9125836e-05,0.0016447902,0.013283849,0.0009532571,-0.0016187261,-0.011749695,-0.000913988,-4.26237e-07,-1.3551807e-05,-7.718828e-08,-4.885885e-09,-3.1583323e-07,-1.0925516e-08
SLE,2012,-1.2196864e-06,-0.00022745239,-1.7505326e-06,0.03965646,0.109362066,0.046407998,-0.039650552,-0.10906465,-0.046402495,-4.6912846e-06,-6.9798545e-05,-3.7095056e-06,-5.402862e-09,-2.1519391e-07,-2.6566699e-08
SOM,2012,-4.047555e-08,-0.000105175255,-2.695797e-08,-9.46658e-05,-0.00070412183,-0.00087586406,0.010656476,0.039019883,0.02317363,-0.01056138,-0.038202222,-0.022296207,-4.014186e-07,-8.319972e-06,-1.4564096e-06
SRB,2012,-0.00020986848,-0.010226712,-0.00012884809,0.02815485,0.102782965,0.14907807,-0.02792827,-0.092245094,-0.14887244,-1.6426537e-05,-0.00029462157,-7.204689e-05,-3.7127126e-07,-1.6610462e-05,-4.7481117e-06
SWE,2012,5.364418e-06,0.00047683716,5.6028366e-06,-5.1368716e-06,-0.00045739164,-5.6248955e-06,-6.290538e-08,-1.3387238e-05,-2.5848665e-09,-7.637724e-09,-3.4544797e-07,-2.2627074e-09,-1.5150376e-07,-5.72079e-06,-4.21501e-08
SWZ,2012,-2.8524512e-09,-3.5484122e-06,-3.0764738e-10,-3.559644e-08,-5.3126532e-06,-5.98176e-09,-0.0003545082,-0.011282952,-0.0022295637,0.037955523,0.18320298,0.14461023,-0.03760102,-0.17191108,-0.14238058
SYC,2012,-0.00015593207,-0.009769065,-0.00012667668,-0.015284633,-0.06796592,-0.028341336,0.036574244,0.220519,0.04560548,-0.020602072,-0.094784066,-0.016004419,-0.00053167617,-0.04799987,-0.0011330299
SYR,2012,-1.1706006e-11,-2.2010031e-08,-5.5385824e-14,-4.7214743e-10,-1.5928589e-07,-2.1463122e-12,-1.1875789e-05,-0.0015889227,-7.315126e-05,0.08083397,0.09463793,0.1600411,-0.08082215,-0.09304886,-0.15996797
TCD,2012,-5.73046e-10,-1.5358374e-06,-4.2589682e-10,-0.00036374285,-0.01322151,-0.00028986565,0.008840501,0.03958261,0.01585257,-0.00847666,-0.026345138,-0.01556179,-1.6553038e-07,-1.4513967e-05,-9.553075e-07
TGO,2012,-7.63982e-07,-0.00017273065,-8.845131e-07,-0.22416522,-0.48763043,-0.22936657,0.2244448,0.48918802,0.22968847,-0.00027864342,-0.0013794694,-0.00032028908,-1.4925331e-07,-5.4059033e-06,-7.944468e-07
THA,2012,-1.2778033e-05,-0.0024158082,-3.9070997e-05,-0.45652935,-0.37843323,-0.54373777,0.4568932,0.38521206,0.5441055,-0.00034988637,-0.004282198,-0.00032364187,-1.2280447e-06,-8.078815e-05,-5.047257e-06
TJK,2012,-3.3687303e-10,-3.5093706e-07,-2.0008913e-11,-2.685073e-07,-2.5114306e-05,-1.1596047e-08,-0.006805314,-0.057675954,-0.008495489,0.010176361,0.09532797,0.02073741,-0.0033708331,-0.03762657,-0.012241967
TKM,2012,-7.852633e-14,-1.365651e-09,-5.049241e-16,-1.5785549e-13,-2.0078539e-09,-5.422586e-16,-3.4725114e-09,-1.7535713e-05,-5.481089e-08,-0.0028035545,-0.056565315,-0.005680464,0.002803564,0.05658281,0.005680442
TTO,2012,0.10378337,0.25011188,0.09479773,-0.10262513,-0.23284358,-0.094016366,-0.0011516131,-0.017108036,-0.0007561213,-3.1533364e-06,-9.934606e-05,-7.741439e-06,-3.5536304e-06,-6.0961953e-05,-1.7516102e-05
TUN,2012,-0.0004660004,-0.018579075,-0.0011467539,0.0026117563,0.040614486,0.0042585135,-0.0021446613,-0.022003697,-0.0031110535,-1.0858723e-06,-2.9888128e-05,-5.547233e-07,-4.4330573e-08,-1.8632576e-06,-1.6186624e-07
TUR,2012,-6.302021e-06,-0.0016034596,-6.7255774e-06,-0.03366149,-0.09528362,-0.018987628,0.034889102,0.11594808,0.021861017,-0.0012145425,-0.017969059,-0.0028191002,-6.747189e-06,-0.0010919477,-4.7567093e-05
TWN,2012,0.58188856,0.51501966,0.3081416,-0.5812838,-0.5077985,-0.30796936,-0.00059494766,-0.0065234187,-0.00016044205,-5.124355e-06,-0.00023130437,-3.060765e-06,-4.6324585e-06,-0.00046643027,-8.784946e-06
TZA,2012,-3.4932295e-05,-0.002027549,-5.0666855e-05,0.08519703,0.21702516,0.114877164,-0.08510675,-0.21398556,-0.1147642,-5.503577e-05,-0.0009907973,-6.0280654e-05,-2.8026597e-07,-2.131572e-05,-1.9697075e-06
UGA,2012,-1.3486887e-07,-6.484668e-05,-2.8841762e-07,-0.015339808,-0.13323595,-0.018558979,0.018289506,0.15462005,0.023350418,-0.0029487852,-0.021187438,-0.0047844853,-7.7011447e-07,-0.00013188753,-6.664613e-06
UKR,2012,-1.8160308e-06,-0.0011041886,-2.1550213e-06,-0.024726205,-0.15885322,-0.0433034,0.027202904,0.19267255,0.046698093,-0.002470915,-0.03185899,-0.003377191,-3.9571755e-06,-0.0008561371,-1.5327096e-05
URY,2012,8.952618e-05,0.017395318,0.0014799237,-8.773268e-05,-0.016244581,-0.001463333,-4.4192666e-07,-0.00015619132,-3.6159183e-06,-1.1220362e-07,-8.3873114e-05,-4.546564e-06,-1.2158797e-06,-0.00091073365,-8.414955e-06
USA,2012,0.030597389,0.039606273,0.028172135,-0.030582996,-0.03946068,-0.028171381,-1.4008225e-05,-0.0001424345,-8.5613215e-07,-1.4723945e-07,-8.750881e-07,-1.3533936e-08,-2.6722967e-07,-2.3032712e-06,-5.3143218e-08
UZB,2012,-5.6128925e-12,-1.478946e-08,-8.90458e-14,-2.0731443e-11,-4.560395e-08,-3.0400517e-13,-3.5291617e-07,-0.00025072694,-4.0564773e-06,-0.02300297,-0.13519302,-0.031673834,0.02300334,0.13544387,0.031677842
VEN,2012,-5.6592175e-08,-2.358305e-05,-7.636379e-09,-0.00015434099,-0.004503609,-2.6811404e-05,0.065761685,0.32887805,0.46026486,-0.06557105,-0.31686965,-0.45803842,-3.6237132e-05,-0.0074812314,-0.0021996317
VNM,2012,-1.333781e-07,-8.013468e-06,-1.3290349e-08,-3.628225e-07,-2.3422683e-05,-6.698904e-08,-0.00036380233,-0.012210036,-0.004348723,-0.038407784,-0.12133005,-0.11503841,0.038772106,0.13357157,0.11938709
YEM,2012,-1.807142e-08,-1.5424313e-05,-2.2760428e-08,-0.0037930033,-0.022685729,-0.0039078617,0.0051257014,0.034779727,0.00819701,-0.0013324003,-0.012070707,-0.0042877016,-2.367023e-07,-7.837936e-06,-1.3846709e-06
