country_text_id,year,nscm_resid_full_0,nscm_resid_domestic_0,nscm_resid_truedom_0,nscm_resid_full_1,nscm_resid_domestic_1,nscm_resid_truedom_1,nscm_resid_full_2,nscm_resid_domestic_2,nscm_resid_truedom_2,nscm_resid_full_3,nscm_resid_domestic_3,nscm_resid_truedom_3,nscm_resid_full_4,nscm_resid_domestic_4,nscm_resid_truedom_4
TTO,1998,0.1528809,0.33278066,0.33842075,-0.14810218,-0.2903938,-0.32827592,-0.004752961,-0.041965447,-0.010010477,-1.4548595e-05,-0.0002929205,-5.9564492e-05,-1.1213221e-05,-0.00012854922,-7.480287e-05
TUN,1998,-4.6843596e-09,-2.5668614e-06,-4.4215612e-10,-1.6030123e-07,-4.611386e-05,-5.9432658e-08,-0.0010345529,-0.05239746,-0.021741135,0.2062583,0.30020738,0.13298988,-0.20522362,-0.24776123,-0.11124874
TUR,1998,-3.4010136e-05,-0.0067529776,-5.625394e-05,-0.014505009,-0.0532004,-0.032709207,0.017433882,0.090194106,0.03805715,-0.002850181,-0.028394746,-0.005160814,-4.466567e-05,-0.00184601,-0.00013091612
TWN,1998,-0.00347492,-0.06731881,-0.005458447,0.023688972,0.24698561,0.042562783,-0.020188907,-0.17761423,-0.03705348,-2.2049104e-05,-0.0016387923,-3.633108e-05,-3.1222573e-06,-0.000413811,-1.4540978e-05
TZA,1998,-2.0522704e-05,-0.0017254573,-3.4643246e-05,0.22311562,0.40666962,0.15632999,-0.22295403,-0.40259627,-0.15618473,-0.00014048791,-0.002316576,-0.00010857855,-5.8867573e-07,-3.141548e-05,-2.0564698e-06
UGA,1998,-3.9643723e-07,-0.0001274471,-5.2965595e-07,-0.052110747,-0.1394355,-0.03411051,0.053271413,0.15412092,0.037582457,-0.0011595146,-0.01448179,-0.0034669263,-6.7689916e-07,-7.613233e-05,-4.5484244e-06
UKR,1998,-2.5898198e-06,-0.0007655743,-1.1592504e-06,-0.025576308,-0.16961426,-0.017021377,0.027327776,0.1826688,0.020977914,-0.0017438737,-0.012008844,-0.0039314087,-4.937436e-06,-0.00028018342,-2.3930952e-05
URY,1998,0.00012302399,0.020092607,0.0025454164,-0.00011409079,-0.012233876,-0.002365437,-1.418068e-06,-0.0003841717,-2.9422088e-05,-8.553713e-07,-0.0007013906,-8.699322e-05,-6.6995813e-06,-0.006773119,-6.363589e-05
USA,1998,0.00863266,0.04370737,0.042782247,-0.008619394,-0.043476682,-0.042780507,-1.2655677e-05,-0.00022632383,-1.5626588e-06,-1.7597691e-07,-1.458635e-06,-1.8698705e-08,-3.495599e-07,-3.0104266e-06,-7.248457e-08
UZB,1998,-1.1087372e-11,-3.27499e-08,-2.872992e-13,-4.4586078e-11,-1.0965852e-07,-1.2742706e-12,-7.448593e-07,-0.00056603056,-9.177979e-06,-0.040431716,-0.21487026,-0.047091145,0.040432572,0.21543646,0.047100425
VEN,1998,-9.539668e-05,-0.008310153,-3.8514565e-05,0.0017820597,0.029475987,0.00281924,-0.001686364,-0.021151341,-0.0027805609,-2.2730205e-07,-1.4119629e-05,-1.4108632e-07,-4.9209556e-09,-3.7658373e-07,-1.614723e-08
VNM,1998,-6.2596875e-08,-5.3854087e-06,-2.9459672e-09,-1.6116957e-07,-1.1404706e-05,-7.799745e-09,-0.00017813485,-0.0076647173,-0.00078321964,-0.034133844,-0.11785878,-0.056224715,0.03431225,0.12554032,0.05700791
YEM,1998,-6.6971313e-09,-7.5202856e-06,-3.4020868e-09,-9.45167e-05,-0.0015137683,-0.0002371257,0.025807023,0.06370622,0.035828292,-0.0257078,-0.062153313,-0.035584766,-4.7506337e-06,-3.1627304e-05,-6.396382e-06
ZAF,1998,-4.018462e-05,-0.0033879546,-8.0242084e-05,0.001253128,0.0138062835,0.00047826767,-0.0012126827,-0.010413385,-0.00039803088,-1.9334021e-07,-4.8111915e-06,-1.7747439e-08,-3.493808e-09,-1.03827425e-07,-4.7281996e-09
ZMB,1998,-7.074932e-06,-0.0009496212,-5.543297e-06,0.16130483,0.33538586,0.07382929,-0.16124336,-0.33371922,-0.07381191,-5.428029e-05,-0.0007125012,-1.17232585e-05,-1.2823122e-07,-4.5161946e-06,-1.2804483e-07
ZWE,1998,-1.05584476e-07,-5.069716e-05,-1.0171633e-07,-0.001789762,-0.015469718,-0.0011035011,0.017825902,0.09805387,0.022435188,-0.016025402,-0.08135767,-0.02126365,-1.0686466e-05,-0.0011757899,-6.7943874e-05
AFG,1999,-7.099013e-11,-4.0540344e-06,-9.969567e-14,-1.0206258e-09,-3.5225065e-07,-4.0216268e-11,-0.00024896997,-0.00809934,-0.0005172737,0.0011851788,0.010699689,0.00060355663,-0.0009362317,-0.002595869,-8.6224034e-05
ALB,1999,-1.3573977e-05,-0.0020506475,-2.7944252e-05,0.5140622,0.46095687,0.3053953,-0.5138616,-0.45702216,-0.30521223,-0.00018624311,-0.0018602876,-0.00015242578,-8.770736e-07,-2.3762577e-05,-2.6784107e-06
ARE,1999,-4.6414662e-08,-0.00068482617,-2.4021427e-09,-1.4977649e-09,-1.1944668e-06,-4.6748965e-09,-6.776581e-05,-0.0055376994,-0.00047666262,0.16488373,0.22657138,0.09811717,-0.16481595,-0.2203477,-0.09764049
ARG,1999,-0.00086178986,-0.030207166,-0.00029821988,0.0012072325,0.033882618,0.00034308434,-0.0003452488,-0.0036737712,-4.4829194e-05,-8.4603e-08,-1.6619986e-06,-2.3060727e-09,-4.6937005e-09,-1.03761444e-07,-1.6304791e-09
ARM,1999,-2.3634576e-07,-0.000115086375,-1.6821079e-07,-0.0019369221,-0.036607806,-0.0014231931,0.008689344,0.07915783,0.012614906,-0.0067419563,-0.041292246,-0.011094738,-1.0252878e-05,-0.0011427068,-9.686796e-05
AUS,1999,1.7404556e-05,0.0012165904,8.4519386e-05,-1.589034e-05,-0.0011457,-8.4080784e-05,-6.4050283e-07,-4.7127378e-05,-1.2232543e-07,-9.001996e-08,-2.0884356e-06,-4.2242544e-08,-8.194484e-07,-2.1632073e-05,-2.529033e-07
AZE,1999,-1.1317025e-09,-8.550429e-07,-6.112396e-11,-3.010592e-07,-5.322243e-05,-1.5853882e-08,-0.0067501236,-0.10965589,-0.011215023,0.017230928,0.16828775,0.06564456,-0.010480461,-0.05857772,-0.054429498
BDI,1999,-1.0545367e-06,-0.00083200383,-8.0444744e-07,-0.0003237557,-0.0026386592,-0.0018084273,0.15510964,0.42442042,0.25489622,-0.1547078,-0.4187231,-0.25294518,-7.703847e-05,-0.0022266693,-0.00014180876
BEL,1999,5.531311e-05,0.0018568039,0.00018054247,-5.2537165e-05,-0.0017517965,-0.00018014383,-1.7805669e-06,-9.417229e-05,-1.2657408e-07,-1.05884105e-07,-1.4821554e-06,-1.6550297e-08,-8.7306e-07,-9.39962e-06,-1.9292699e-07
BEN,1999,-5.6826934e-06,-0.0005862393,-3.1184236e-06,0.0006715059,0.006522298,0.00014722347,-0.0006656623,-0.005933786,-0.0001440299,-6.466665e-08,-2.2222462e-06,-3.2640008e-09,-4.748375e-10,-1.9235953e-08,-2.2439962e-10
BFA,1999,-7.835172e-06,-0.0007917546,-8.130245e-06,0.049116194,0.16927767,0.04278338,-0.04909375,-0.16785175,-0.042762246,-1.46030725e-05,-0.00062986225,-1.2856698e-05,-4.2308795e-08,-4.3432005e-06,-1.3391359e-07
BGD,1999,-1.09012845e-07,-0.00013963811,-1.8666363e-07,-0.021972414,-0.16890115,-0.03420621,0.0222103,0.1702618,0.03461373,-0.00023762381,-0.0012190162,-0.00040691244,-1.12596055e-07,-1.963074e-06,-4.0717578e-07
BGR,1999,-0.01022715,-0.07982996,-0.007108119,0.015747845,0.123098135,0.012439191,-0.005514301,-0.04316438,-0.0053259297,-5.454912e-06,-8.783127e-05,-2.6353966e-06,-9.660075e-07,-1.5982652e-05,-2.5657253e-06
BHR,1999,-5.5524314e-09,-7.7544166e-05,-1.11701794e-10,-4.8404236e-09,-1.7707716e-06,-2.2881905e-09,-0.00018683073,-0.0098453695,-0.0010532858,0.031436205,0.048283815,0.007873416,-0.031249376,-0.038359165,-0.0068201707
BIH,1999,-2.375948e-05,-0.0020878925,-2.5418363e-05,0.374287,0.4799812,0.49067372,-0.3740734,-0.47265527,-0.49041227,-0.00018876788,-0.005135032,-0.000231733,-1.2528661e-06,-0.00010304494,-4.261159e-06
BLR,1999,-6.818676e-09,-1.3769526e-06,-4.4768456e-10,-9.53344e-09,-3.800913e-06,-1.374158e-09,-3.5938163e-05,-0.0034004766,-0.00017843276,-0.035883136,-0.07263819,-0.020585032,0.03591913,0.076043904,0.020763576
BOL,1999,-8.8419165e-06,-0.0014720391,-1.0324663e-05,0.01451081,0.1042493,0.018269897,-0.014500796,-0.10268976,-0.01825817,-1.2242086e-06,-8.6833e-05,-1.3311269e-06,-6.1891012e-09,-6.6881546e-07,-4.1397207e-08
BRA,1999,-0.0002422752,-0.012612962,-0.0004039916,0.0005250573,0.015220046,0.0005195737,-0.0002828523,-0.0026053772,-0.00011563908,-5.2273823e-08,-1.5737832e-06,-6.2493166e-09,-2.045237e-09,-9.312834e-08,-3.435045e-09
BTN,1999,-5.0062896e-05,-0.024600085,-1.1035618e-05,-6.876605e-06,-0.0002731243,-2.8378201e-05,-0.029716043,-0.08994548,-0.07252248,0.045947015,0.24399376,0.10382062,-0.016174056,-0.12917504,-0.03125867
BWA,1999,-0.021889644,-0.28208247,-0.049898356,0.051848114,0.4107654,0.09720683,-0.02985954,-0.1249838,-0.04705846,-8.916447e-05,-0.0026849443,-0.0001923787,-9.765517e-06,-0.0010141623,-5.756607e-05
CAF,1999,-5.967263e-08,-0.000116138166,-6.652803e-08,-0.012529261,-0.10393843,-0.030798648,0.013563931,0.116238356,0.032293975,-0.0010343618,-0.012167467,-0.0014950219,-1.870538e-07,-1.6287444e-05,-3.297624e-07
CAN,1999,0.00012469292,0.0026708841,0.00048208237,-0.00011633562,-0.0024033212,-0.0004809468,-6.4881783e-06,-0.0002450047,-6.455881e-07,-3.2393436e-07,-4.7898548e-06,-8.009814e-08,-1.5400799e-06,-1.774627e-05,-4.748132e-07
CHE,1999,3.4570694e-06,0.0018441081,0.00017350912,-1.5347767e-06,-8.156194e-05,-9.8171746e-05,-4.1939355e-08,-6.1820792e-06,-1.2352908e-06,-1.9777914e-07,-8.036777e-05,-6.8855414e-05,-1.6950254e-06,-0.0016759165,-5.3946947e-06
CHL,1999,-0.025847496,-0.110649385,-0.04841213,0.026164353,0.11373943,0.04856056,-0.00031659615,-0.0030828782,-0.00014816856,-2.7997007e-07,-5.902287e-06,-7.8102104e-08,-5.0640725e-08,-1.2026118e-06,-1.2304388e-07
CIV,1999,-1.7713446e-06,-0.00149094,-6.8849486e-06,-0.036556907,-0.10437417,-0.23485716,0.037696958,0.12089443,0.23710668,-0.0011375918,-0.014987907,-0.0022398569,-6.243592e-07,-4.138495e-05,-2.855244e-06
CMR,1999,-1.6583479e-09,-3.19938e-06,-1.5858097e-09,-0.0007486438,-0.02214389,-0.00091050804,0.0021516085,0.029612482,0.0036610365,-0.0014028487,-0.007457952,-0.0027497627,-9.0986774e-08,-7.4703885e-06,-6.560443e-07
COD,1999,-7.519236e-09,-2.5237487e-05,-8.1723217e-10,-4.6294267e-06,-0.00010352936,-5.12356e-06,-0.033781074,-0.13274583,-0.03570641,0.033868134,0.13367718,0.035754144,-8.242923e-05,-0.0008025763,-4.2618736e-05
COL,1999,-2.2282447e-05,-0.006738229,-1.0763559e-05,0.004579723,0.050139904,0.0119460225,-0.004556306,-0.0432491,-0.011932801,-1.151158e-06,-0.0001501164,-2.4611693e-06,-5.976909e-09,-2.418931e-06,-1.8302472e-08
CRI,1999,-0.075131744,-0.04842244,-0.28866267,0.075225055,0.04905951,0.2886864,-9.3026945e-05,-0.0006340194,-2.3347387e-05,-1.9287062e-07,-1.8136283e-06,-3.8625814e-08,-1.0353831e-07,-1.145863e-06,-1.9080515e-07
CYP,1999,-0.016716091,-0.22328174,-0.007650734,0.061283708,0.36916482,0.017549992,-0.04448737,-0.14467944,-0.009885358,-7.177451e-05,-0.001037734,-1.1136068e-05,-8.438199e-06,-0.00016593644,-2.8338684e-06
DEU,1999,3.194809e-05,0.0019999146,6.353855e-05,-3.142654e-05,-0.0019738479,-6.3488085e-05,-2.7653067e-07,-2.3225215e-05,-1.0565115e-08,-1.7113967e-08,-2.8538827e-07,-1.3209024e-09,-1.9492636e-07,-2.5774582e-06,-3.2111128e-08
DJI,1999,-2.85558e-09,-5.118933e-06,-2.4706984e-10,-1.1926312e-06,-0.00010479791,-3.3544777e-07,-0.013935481,-0.13729204,-0.07198357,0.016173422,0.152771,0.074059844,-0.0022367684,-0.015369034,-0.0020759015
DNK,1999,1.9073486e-06,0.00027388334,3.695488e-06,-1.7049808e-06,-0.00024909189,-3.5150586e-06,-3.8438383e-08,-8.354684e-06,-2.0718671e-09,-1.2065314e-08,-5.554923e-07,-4.318306e-09,-2.60977e-07,-1.5840335e-05,-6.1387716e-08
ECU,1999,-6.980679e-06,-0.0014340976,-1.186348e-05,0.008415222,0.08624172,0.002309084,-0.00840716,-0.084666945,-0.0022968967,-1.1014943e-06,-0.00013966195,-3.1964626e-07,-3.9671795e-09,-9.871134e-07,-1.19712835e-08
EGY,1999,-2.6260123e-08,-1.2416405e-05,-1.6384388e-09,-1.741431e-05,-0.0005163891,-5.20855e-06,-0.050623108,-0.24646237,-0.2429439,0.056860626,0.26464885,0.24364716,-0.006220064,-0.017657692,-0.00069808005
ESP,1999,0.00042027235,0.018367648,0.0027202368,-0.00041657657,-0.018092798,-0.0027176621,-3.087269e-06,-0.00026225307,-2.1181077e-06,-7.2336626e-08,-2.4836656e-06,-4.5329674e-08,-4.7165895e-07,-1.0123246e-05,-3.820953e-07
ETH,1999,-5.6902813e-08,-2.5108267e-05,-1.5147284e-08,-7.4195916e-05,-0.00075724046,-2.8077091e-05,0.14017582,0.24691111,0.35752696,-0.13998821,-0.24444221,-0.35663807,-0.000113401205,-0.0016866229,-0.000860818
FIN,1999,0.00020295382,0.005070567,0.0003977418,-0.00020001935,-0.0049428507,-0.0003973703,-1.9380182e-06,-0.00010640168,-1.112787e-07,-1.142678e-07,-2.4870728e-06,-1.6003662e-08,-9.884816e-07,-1.8915827e-05,-1.8168083e-07
FJI,1999,-3.5327597e-05,-0.010023464,-4.912239e-05,-0.025291814,-0.08233923,-0.039850913,0.026149094,0.101932704,0.04272747,-0.0008151865,-0.00929654,-0.002767171,-6.764223e-06,-0.00027353576,-6.0200713e-05
FRA,1999,0.0025898218,0.017599285,0.031822324,-0.0025472129,-0.016791325,-0.031803146,-3.7087608e-05,-0.00074780104,-1.7426088e-05,-1.011941e-06,-1.1681266e-05,-3.3007407e-07,-4.486585e-06,-4.849541e-05,-1.382229e-06
GAB,1999,-1.8651141e-08,-2.4295568e-05,-2.115348e-08,-0.0075347014,-0.099434204,-0.008846222,0.0077830553,0.101703525,0.009264946,-0.00024826304,-0.0022398676,-0.00041843113,-5.2533583e-08,-5.163913e-06,-3.8073415e-07
GBR,1999,0.00012218952,0.0023616552,0.00036859512,-0.00010603593,-0.0019199937,-0.0003663426,-1.320023e-05,-0.0004137565,-1.1514276e-06,-5.783554e-07,-7.093402e-06,-1.7561023e-07,-2.3544492e-06,-2.0864023e-05,-8.413557e-07
GEO,1999,-6.719636e-08,-5.41685e-05,-1.4907124e-07,-0.0027694362,-0.05025992,-0.004287206,0.004201412,0.061522663,0.008717358,-0.0014308848,-0.011115797,-0.0044127004,-1.0339041e-06,-9.282037e-05,-1.7243838e-05
GHA,1999,-8.148914e-06,-0.00056535477,-9.709418e-06,0.0013763309,0.01681912,0.000995636,-0.0013680527,-0.016243737,-0.0009860061,-1.755125e-07,-9.969426e-06,-3.7039143e-08,-1.578437e-09,-9.479646e-08,-3.6356131e-09
GIN,1999,-2.9070983e-09,-4.1300673e-06,-8.486104e-10,-0.00032507963,-0.007226535,-0.00012523502,0.018143475,0.08274114,0.048757255,-0.017817043,-0.07539314,-0.048625737,-1.2567606e-06,-0.00011724947,-6.1917385e-06
GMB,1999,-5.98296e-08,-1.9718562e-05,-9.105323e-09,-2.8784867e-05,-0.00038445572,-4.0625696e-06,-0.052916203,-0.12567331,-0.10033193,0.055468142,0.18126345,0.10711217,-0.0025230423,-0.055185966,-0.0067762514
GNB,1999,-5.2927206e-08,-0.00010034307,-5.149715e-08,-0.002055946,-0.020350551,-0.002311547,0.003373742,0.041169047,0.0072398186,-0.0013174723,-0.020684443,-0.004925765,-3.2575602e-07,-3.3684333e-05,-2.3747648e-06
GNQ,1999,-4.4666625e-11,-1.1711128e-07,-1.0432249e-12,-9.748714e-09,-2.011253e-06,-3.3127612e-10,-0.00026994778,-0.010649364,-0.0013355529,0.0107066035,0.07260358,0.010624945,-0.010436713,-0.061952204,-0.009289335
GRC,1999,0.4096039,0.51006496,0.19816577,-0.407804,-0.50228035,-0.19795167,-0.0017889469,-0.007752058,-0.00021036992,-5.256577e-06,-1.7122682e-05,-5.2502867e-07,-5.7983034e-06,-1.546463e-05,-3.1282577e-06
GTM,1999,-1.826157e-06,-0.0006083572,-1.7026036e-06,0.3521604,0.46407175,0.30901563,-0.35209158,-0.46100098,-0.3087946,-6.68997e-05,-0.002455606,-0.00021912692,-4.4661576e-08,-6.8423765e-06,-2.112886e-07
GUY,1999,-6.676634e-05,-0.005158687,-5.3312495e-05,-0.062817186,0.038910568,-0.012753159,0.06316292,-0.027529538,0.013921082,-0.0002772104,-0.0060948427,-0.001101049,-1.7762873e-06,-0.00012750381,-1.3521457e-05
HRV,1999,-2.0264413e-06,-0.0005870279,-3.247674e-06,-0.008186541,-0.069524355,-0.0047078626,0.010075569,0.08706176,0.015856981,-0.0018785439,-0.016363725,-0.010860816,-8.500196e-06,-0.0005865955,-0.0002849535
HTI,1999,-3.5589247e-07,-0.00040376693,-2.3154819e-07,-0.1739082,-0.27296916,-0.16864175,0.17396623,0.27426708,0.16884941,-5.76501e-05,-0.0008933093,-0.00020735872,-1.9812658e-08,-8.859352e-07,-7.134081e-08
HUN,1999,0.0768618,0.21935844,0.16208619,-0.076701134,-0.21671107,-0.16199827,-0.00015407913,-0.0024761609,-8.3720806e-05,-2.2485747e-06,-4.913944e-05,-8.7745275e-07,-4.4457624e-06,-0.00012213549,-3.3427066e-06
IDN,1999,-9.56383e-06,-0.0021346079,-1.14695595e-05,-0.9533649,-0.886139,-0.96222436,0.95337504,0.88834757,0.9622332,-5.846732e-07,-7.341231e-05,2.6771656e-06,-2.3254957e-08,-6.3960573e-07,-2.6960949e-08
IND,1999,-0.00029981014,-0.014790263,-0.00072982436,0.027209878,0.061355293,0.007546842,-0.026903847,-0.04653558,-0.006815271,-6.1058877e-06,-2.8916324e-05,-1.3866878e-06,-1.0820967e-07,-5.4181817e-07,-2.676488e-07
IRL,1999,0.0003746748,0.00552845,0.0017260313,-0.00036243533,-0.0051845103,-0.001724003,-9.447412e-06,-0.00029519753,-1.2524681e-06,-4.5415433e-07,-8.401963e-06,-1.3249159e-07,-2.3966866e-06,-4.037356e-05,-5.7214675e-07
IRN,1999,-1.6669205e-07,-7.27164e-05,-2.6897187e-08,-1.873047e-05,-0.00036452914,-7.1196373e-06,-0.12465846,-0.22962818,-0.30247733,0.13496286,0.29322112,0.3101403,-0.010285566,-0.063155666,-0.007655787
IRQ,1999,-1.5263143e-11,-5.6195777e-08,-1.252489e-13,-2.6793695e-10,-3.1358675e-07,-1.8447613e-12,-6.994058e-06,-0.0028354167,-6.525368e-05,-0.046129525,-0.40571013,0.044186085,0.046136558,0.4085459,-0.04412073
ISL,1999,0.00026744604,0.0053200126,0.0012270808,-0.00024267045,-0.0046130316,-0.0012195542,-1.8423743e-05,-0.0006245362,-4.967637e-06,-8.2291206e-07,-1.2720493e-05,-4.668203e-07,-5.460564e-06,-6.968019e-05,-2.0585098e-06
ISR,1999,0.1577546,0.3714187,0.24041456,-0.1551986,-0.35291052,-0.24006383,-0.0025451428,-0.018440306,-0.0003472584,-5.625737e-06,-4.77976e-05,-8.404872e-07,-5.2448136e-06,-2.0073008e-05,-2.6255623e-06
ITA,1999,0.0006753206,0.009994686,0.0034797192,-0.0006710143,-0.009822125,-0.003478194,-3.1613602e-06,-0.00013362695,-1.0241437e-06,-1.6956895e-07,-6.0967413e-06,-8.4019064e-08,-9.252488e-07,-3.2925684e-05,-3.0731516e-07
JAM,1999,-0.08704157,-0.25856426,-0.08705605,0.10394484,0.33887416,0.11015469,-0.016879227,-0.0799118,-0.023028199,-1.952238e-05,-0.00032626351,-4.0247975e-05,-4.524419e-06,-7.180749e-05,-3.0241552e-05
JOR,1999,-8.021428e-06,-0.00075036415,-6.3528694e-07,-0.0004996132,-0.0023883942,-0.00011084749,0.30857652,0.48978752,0.2548939,-0.30167452,-0.44786835,-0.24921636,-0.006394306,-0.038780373,-0.0055660307
JPN,1999,0.000590086,0.011897624,0.0007094145,-0.0005707201,-0.0109273745,-0.0007032032,-1.5623904e-05,-0.00082599086,-3.3373447e-06,-4.5489207e-07,-2.252091e-05,-4.4945986e-07,-3.28014e-06,-0.000121744095,-2.3897023e-06
KAZ,1999,-3.3273366e-08,-8.2537645e-06,-2.7200662e-09,-4.5210454e-06,-0.00029450428,-8.577091e-07,-0.041701492,-0.22212376,-0.07708479,0.060574055,0.3205266,0.121380866,-0.018868065,-0.098100126,-0.04429526
KEN,1999,-1.5161999e-07,-0.00011693054,-3.5628483e-07,-0.025928024,-0.15303871,-0.04831519,0.026466906,0.15842229,0.049354613,-0.0005385388,-0.0052535413,-0.0010381734,-2.3673844e-07,-1.3080415e-05,-8.945552e-07
KGZ,1999,-3.4729973e-07,-0.00010832465,-1.9736456e-07,-0.0010441014,-0.011470337,-0.0005467437,0.11434907,0.29849792,0.21166545,-0.11307991,-0.27912885,-0.21021941,-0.00022461927,-0.007790403,-0.00089904014
KHM,1999,-2.084584e-08,-1.0516267e-05,-2.717348e-08,-0.0010368662,-0.006338892,-0.0005679192,0.0061569214,0.03145039,0.020407379,-0.005118413,-0.02505085,-0.019812178,-1.5868401e-06,-5.004372e-05,-2.7356338e-05
KOR,1999,-0.03347545,-0.26468402,-0.1456515,0.03430575,0.27209085,0.14609832,-0.0008281451,-0.0073394054,-0.00044480475,-1.5974172e-06,-4.1353247e-05,-8.1100933e-07,-5.233128e-07,-2.6038768e-05,-1.1637842e-06
LAO,1999,-2.2191216e-11,-6.722934e-08,-3.5691984e-13,-2.8136939e-11,-5.8979804e-08,-1.8143309e-13,-1.2100337e-07,-0.00021881425,-9.188715e-07,-0.0029007746,-0.05981259,-0.0033625495,0.0029008389,0.060031593,0.00336349
LBN,1999,-4.2184462e-07,-0.0003026282,-3.083574e-07,-0.0023202917,-0.02331478,-0.009987938,0.0033776164,0.030116618,0.010544062,-0.0010549608,-0.0064800857,-0.00055461127,-1.9397173e-06,-1.91439e-05,-1.1857024e-06
LBR,1999,-1.1779248e-08,-3.9237406e-05,-5.2532747e-09,-0.0011553775,-0.018309493,-0.0009300209,0.006254494,0.049847186,0.01838839,-0.0050986516,-0.03145704,-0.017457055,-4.5992425e-07,-4.143612e-05,-1.3113195e-06
LKA,1999,-2.9278178e-06,-0.0012435128,-5.194556e-06,-0.059723243,-0.1948483,-0.083001114,0.061237633,0.2097503,0.0859586,-0.0015084054,-0.013429155,-0.0029416548,-2.9865207e-06,-0.0002292307,-1.0680362e-05
LSO,1999,-3.6203888e-05,-0.0052025463,-6.2506486e-05,-0.15373603,-0.2201858,-0.15024379,0.15418065,0.2296375,0.15259796,-0.00040672006,-0.004209331,-0.002260088,-1.660624e-06,-3.984347e-05,-3.1641055e-05
LTU,1999,0.013503134,0.0927245,0.02771312,-0.013351681,-0.08711538,-0.027132642,-0.00011580695,-0.0021136096,-0.00045057188,-6.501291e-06,-0.0003083843,-5.2696356e-05,-2.910594e-05,-0.0031872287,-7.735011e-05
LUX,1999,3.0398369e-05,0.00048708916,9.000301e-05,-1.8344828e-05,-0.0003244077,-8.854163e-05,-6.633109e-06,-0.00014790223,-3.449488e-07,-6.6696293e-07,-2.3350424e-06,-2.713006e-07,-4.8126685e-06,-1.2522186e-05,-7.9710713e-07
LVA,1999,0.15745288,0.1644544,0.3307979,-0.15605867,-0.157447,-0.32733577,-0.0013342769,-0.005767012,-0.0033728953,-2.4939929e-05,-0.00037918467,-5.437792e-05,-3.4954155e-05,-0.00086119684,-3.4891927e-05
MAR,1999,-5.351356e-07,-0.00012994079,-1.2100095e-07,-0.00010250221,-0.0014536484,-5.8486217e-05,0.23336191,0.059940487,-0.012273371,-0.22401392,-0.029910564,0.01784259,-0.009244942,-0.028446361,-0.005510653
MDA,1999,-7.8259676e-05,-0.005670855,-0.00014619845,-0.35025072,-0.55313003,-0.7329934,0.35096925,0.5636282,0.73341537,-0.00063274015,-0.004497907,-0.00026142772,-7.5100943e-06,-0.0003294388,-1.4396939e-05
MDV,1999,-4.680297e-10,-7.8718773e-07,-3.0617682e-11,-7.763248e-09,-1.9972197e-06,-1.1699168e-09,-9.236226e-05,-0.00495941,-0.000883165,0.09190768,0.25300425,0.084600985,-0.09181537,-0.24804214,-0.083717816
MEX,1999,-9.379614e-06,-0.0021174173,-6.4494875e-06,0.20761359,0.38766652,0.3082018,-0.20757653,-0.38495365,-0.30813238,-2.7626487e-05,-0.00059129455,-6.2674044e-05,-6.9902875e-08,-4.156305e-06,-3.5101039e-07
MKD,1999,-2.0373001e-05,-0.0028096775,-3.168891e-05,-0.08768541,-0.2097939,-0.122498214,0.08880603,0.22685844,0.12369895,-0.0010907031,-0.0133765945,-0.0011295594,-9.598665e-06,-0.0008782005,-3.9432143e-05
MLI,1999,-3.6668592e-07,-7.159997e-05,-2.5302015e-07,0.0071592927,0.032050967,0.002793312,-0.0071587134,-0.031973217,-0.00279296,-2.9302242e-07,-6.0756283e-06,-6.3038115e-08,-3.4340691e-10,-9.000342e-09,-4.2196974e-10
MMR,1999,-1.08047564e-10,-1.863401e-06,-1.9328675e-12,-1.5071449e-09,-3.9050107e-07,-2.2242058e-10,-6.4198204e-05,-0.0043108687,-0.00041002707,0.004319787,0.01665169,0.0016475916,-0.0042555416,-0.012338573,-0.0012376143
MNG,1999,-0.00040057462,-0.026057204,-0.002136795,0.004556954,0.055129945,0.020103097,-0.0041548433,-0.028997814,-0.017955901,-1.4588701e-06,-6.5876615e-05,-8.099567e-06,-8.944464e-08,-9.0161875e-06,-2.3300026e-06
MOZ,1999,-8.936561e-07,-0.00045622888,-3.8462294e-06,0.28773066,0.08133885,0.07922229,-0.28713357,-0.07647866,-0.07848674,-0.0005957088,-0.0043817065,-0.00072899193,-4.718421e-07,-2.2263508e-05,-2.7464573e-06
MUS,1999,-0.0040238667,-0.074338794,-0.025329735,0.019091606,0.12633902,0.028527021,-0.015058634,-0.051918946,-0.0031935384,-8.300833e-06,-7.3335555e-05,-1.4505811e-06,-8.331965e-07,-8.009543e-06,-2.2576967e-06
MWI,1999,-4.3580753e-06,-0.00095344306,-5.711508e-06,0.43092197,0.46881998,0.3721559,-0.43075934,-0.4658694,-0.37193534,-0.00015795197,-0.0019868494,-0.00021411509,-2.228456e-07,-1.0285745e-05,-6.9907315e-07
MYS,1999,-1.8186566e-06,-0.00015144101,-3.441763e-07,-0.00052730576,-0.001763966,-8.258377e-05,0.14158887,0.25582558,0.18353856,-0.1385656,-0.22483182,-0.17569935,-0.0024941242,-0.029078458,-0.0077563063
NAM,1999,-6.0066573e-05,-0.0038202745,-8.390304e-05,0.010932922,0.094913125,0.007682085,-0.010869131,-0.090873405,-0.0075968206,-3.6136069e-06,-0.00021406758,-1.1325467e-06,-5.7582874e-08,-5.4577235e-06,-1.3890308e-07
